season,week,celebrity,fan_share_mean,fan_share_std,base_count,casual_votes,total_votes,fan_votes_mean,total_pool,model_confidence
8,7,Melissa Rycroft,0.15380188054130337,0.04151789101814643,151473.92548177383,98707.53576556775,250181.46124734156,250181.46124734156,2096587.8679450077,0.466
8,8,Gilles Marini,0.1721341506382874,0.040590294625178436,153885.27994545994,125628.85031600182,279514.1302614618,279514.1302614618,2321195.616966824,0.178
8,8,Ty Murray,0.17415082886039024,0.03180394480441733,155756.93169203532,129573.83541035312,285330.76710238843,285330.76710238843,2321195.616966824,0.178
8,8,Shawn Johnson,0.18861039620919356,0.04486428759021885,177784.9319134765,132801.8206382224,310586.7525516989,310586.7525516989,2321195.616966824,0.178
8,8,Chuck Wicks,0.1124486073757027,0.01644160297114374,92938.99453598335,91413.73547652083,184352.73001250415,184352.73001250415,2321195.616966824,0.178
8,8,Lil' Kim,0.17579170081557235,0.03658015757271759,140910.89854744138,146814.85596013418,287725.75450757553,287725.75450757553,2321195.616966824,0.178
8,8,Melissa Rycroft,0.17686431610085374,0.0325166994663747,180254.63635311378,109211.74419742556,289466.3805505393,289466.3805505393,2321195.616966824,0.178
8,9,Gilles Marini,0.19923172495167832,0.03666229194629072,158461.37681129584,159324.30023617763,317785.67704747344,317785.67704747344,2428861.19023365,0.152
8,9,Ty Murray,0.19743230130663691,0.02587081050956862,162021.60796410768,156447.16153133506,318468.76949544274,318468.76949544274,2428861.19023365,0.152
8,9,Shawn Johnson,0.2165595646212619,0.03575050367469189,146037.4667998563,199346.0626007996,345383.5294006559,345383.5294006559,2428861.19023365,0.152
8,9,Lil' Kim,0.15795723248006263,0.01792013720698367,143220.4032289003,111554.44456678636,254774.8477956866,254774.8477956866,2428861.19023365,0.152
8,9,Melissa Rycroft,0.2288191766403603,0.03609506489025945,188207.44169851593,177257.3946794495,365464.8363779654,365464.8363779654,2428861.19023365,0.152
8,10,Gilles Marini,0.25245776377596774,0.037783504469038054,165765.31496175146,279736.34466832597,445501.6596300774,445501.6596300774,3214926.890573922,0.636
8,10,Ty Murray,0.22196253036402389,0.020232078639497376,150219.40423516376,242387.63606875605,392607.04030391976,392607.04030391976,3214926.890573922,0.636
8,10,Shawn Johnson,0.269347237225309,0.052206991964619184,131838.9207589705,340271.1099977382,472110.03075670876,472110.03075670876,3214926.890573922,0.636
8,10,Melissa Rycroft,0.25623246863469945,0.0371977373534041,200877.680839919,253236.85490694304,454114.535746862,454114.535746862,3214926.890573922,0.636
8,11,Gilles Marini,0.30907546215989135,0.0478899488002688,164218.86795230483,339784.87459793163,504003.74255023646,504003.74255023646,3236948.940697645,1.0
8,11,Shawn Johnson,0.3624012093562903,0.06963296206008429,133161.91964236365,454278.6194428683,587440.539085232,587440.539085232,3236948.940697645,1.0
8,11,Melissa Rycroft,0.3285233284838183,0.051926933800980096,202828.35350275558,335194.5518179046,538022.9053206601,538022.9053206601,3236948.940697645,1.0
9,1,Ashley Hamiliton,0.04064039258523966,0.008232163553276411,89562.78107233645,13727.334151486775,103290.11522382323,103290.11522382323,1010039.2763864272,0.064
9,1,Debi Mazar,0.06501998173228857,0.023970138527360026,150312.22225487357,17535.631619215346,167847.85387408896,167847.85387408896,1010039.2763864272,0.064
9,1,Melissa Joan Hart,0.06384888858736158,0.02655137249833878,144284.37118631313,17767.21793036778,162051.5891166809,162051.5891166809,1010039.2763864272,0.064
9,1,Mark Dacascos,0.06212834361301321,0.017883478050913042,137075.45131651452,21648.54922656183,158724.00054307637,158724.00054307637,1010039.2763864272,0.064
9,1,Chuck Liddell,0.06852979260691038,0.021658085064018673,157773.9080783599,16868.30808817852,174642.21616653845,174642.21616653845,1010039.2763864272,0.064
9,1,Natalie Coughlin,0.06423958864707116,0.018633139927019097,143086.94698582328,20581.110109447895,163668.05709527116,163668.05709527116,1010039.2763864272,0.064
9,1,Louie Vito,0.060627470212290965,0.020850502413525623,136435.6107496479,19029.391256327617,155465.0020059755,155465.0020059755,1010039.2763864272,0.064
9,1,Michael Irvin,0.07001868867141736,0.02224577766829135,164343.11768678954,14773.752545335721,179116.87023212528,179116.87023212528,1010039.2763864272,0.064
9,1,Joanna Krupa,0.061923896990833296,0.02176478373251563,134479.62546785473,23857.034553836653,158336.66002169135,158336.66002169135,1010039.2763864272,0.064
9,1,Kathy Ireland,0.07598830051627128,0.026577211574357346,177049.89257635514,16984.62340172079,194034.5159780759,194034.5159780759,1010039.2763864272,0.064
9,1,Tom DeLay,0.07729055109663442,0.02815172872735557,185988.80985408695,14591.936001570524,200580.7458556575,200580.7458556575,1010039.2763864272,0.064
9,1,Macy Gray,0.03892543092011574,0.008957703225854246,85545.0492155037,13743.229967369167,99288.27918287288,99288.27918287288,1010039.2763864272,0.064
9,1,Aaron Carter,0.06741984780304988,0.024238440479505345,147610.95678879664,23569.274475103302,171180.23126389994,171180.23126389994,1010039.2763864272,0.064
9,1,Mya,0.05850871990045613,0.014268549940518125,126275.39683197357,22982.44088374568,149257.83771571924,149257.83771571924,1010039.2763864272,0.064
9,1,Donny Osmond,0.06624799595339795,0.025849041851969578,143160.9502753386,25519.451899588723,168680.4021749273,168680.4021749273,1010039.2763864272,0.064
9,1,Kelly Osbourne,0.05864211016364846,0.020624015329090317,126662.30246157663,22587.132755332917,149249.43521690957,149249.43521690957,1010039.2763864272,0.064
9,2,Debi Mazar,0.11295838264939113,0.0033820921893917603,234579.54547612357,31931.371199646557,266510.91667577013,266510.91667577013,1030086.3048067759,0.024
9,2,Melissa Joan Hart,0.08123482764183827,0.0023920807006969297,165106.30955629048,26465.923421449184,191572.23297773962,191572.23297773962,1030086.3048067759,0.024
9,2,Mark Dacascos,0.042996769822380605,0.008144302739037202,84538.20797197596,17416.202447615487,101954.41041959146,101954.41041959146,1030086.3048067759,0.024
9,2,Chuck Liddell,0.0993764627469948,0.013133380954818223,203699.9203449449,29900.46489963689,233600.38524458173,233600.38524458173,1030086.3048067759,0.024
9,2,Natalie Coughlin,0.04594009076707018,0.0015250233815639917,78118.86327963507,30284.260590183647,108403.12386981871,108403.12386981871,1030086.3048067759,0.024
9,2,Louie Vito,0.07622793857852213,0.0028186126928261826,162675.4893613753,17158.653670038977,179834.14303141428,179834.14303141428,1030086.3048067759,0.024
9,2,Michael Irvin,0.1044605382294058,0.006841338836499045,228982.6243740884,17138.568859018986,246121.19323310745,246121.19323310745,1030086.3048067759,0.024
9,2,Joanna Krupa,0.09125345280780499,0.003628288764408011,206052.22661960917,8987.230338090107,215039.45695769918,215039.45695769918,1030086.3048067759,0.024
9,2,Kathy Ireland,0.049265913282685085,0.0026689051092533616,93438.69756745572,22909.69199472296,116348.38956217868,116348.38956217868,1030086.3048067759,0.024
9,2,Tom DeLay,0.07539887058631115,0.005529771541680005,161025.79182878803,16529.060696035987,177554.852524824,177554.852524824,1030086.3048067759,0.024
9,2,Aaron Carter,0.038630950432206504,0.003198913712031773,69656.67081061026,21617.25280155453,91273.92361216478,91273.92361216478,1030086.3048067759,0.024
9,2,Mya,0.06415695070926371,0.007213382885337378,116277.64240981557,34616.70333429719,150894.34574411274,150894.34574411274,1030086.3048067759,0.024
9,2,Donny Osmond,0.06029311936126359,0.014398344278540438,107248.25076626841,35899.51751563138,143147.76828189977,143147.76828189977,1030086.3048067759,0.024
9,2,Kelly Osbourne,0.05780573238486204,0.004521131206343475,122218.27336088166,14378.873546782417,136597.14690766408,136597.14690766408,1030086.3048067759,0.024
9,4,Melissa Joan Hart,0.09627262226024871,0.030589588257125846,139235.13315822554,40509.02794932796,179744.1611075535,179744.1611075535,1238303.657321373,0.214
9,4,Mark Dacascos,0.09265550174750715,0.0284980042344472,141022.26361610251,33248.36703930222,174270.6306554047,174270.6306554047,1238303.657321373,0.214
9,4,Chuck Liddell,0.05701532441978783,0.010735397559194736,82937.74045808209,23663.197221837312,106600.9376799194,106600.9376799194,1238303.657321373,0.214
9,4,Natalie Coughlin,0.0987637495880201,0.03354410767583307,147389.60444645555,38604.687941360695,185994.29238781624,185994.29238781624,1238303.657321373,0.214
9,4,Louie Vito,0.0941575907252877,0.02425484702447687,150428.9248452452,25833.525007798424,176262.44985304362,176262.44985304362,1238303.657321373,0.214
9,4,Michael Irvin,0.09510844573754347,0.027631291496749616,152153.2273288587,26019.794211377677,178173.0215402364,178173.0215402364,1238303.657321373,0.214
9,4,Joanna Krupa,0.09741047476973304,0.035087678576619714,146430.5593773432,37125.116263163625,183555.67564050676,183555.67564050676,1238303.657321373,0.214
9,4,Aaron Carter,0.09357840932189515,0.028300151169150377,147217.42556514457,28240.937372729994,175458.3629378746,175458.3629378746,1238303.657321373,0.214
9,4,Mya,0.09978193503166562,0.030594827915838202,142669.0686525448,44141.701142864586,186810.7697954094,186810.7697954094,1238303.657321373,0.214
9,4,Donny Osmond,0.08421927784328935,0.02482392449069448,123774.84291760933,34901.22242810195,158676.0653457113,158676.0653457113,1238303.657321373,0.214
9,4,Kelly Osbourne,0.09103666855502185,0.0315322342772207,134722.11826150666,35681.152497289186,170403.27075879584,170403.27075879584,1238303.657321373,0.214
9,5,Melissa Joan Hart,0.10187565076028224,0.03079220081544942,144558.9026336683,41580.51914812363,186139.42178179196,186139.42178179196,1546864.661112459,0.144
9,5,Mark Dacascos,0.10346156653781356,0.025044066045121466,143308.91373463089,47321.98585283879,190630.8995874697,190630.8995874697,1546864.661112459,0.144
9,5,Natalie Coughlin,0.0635588027243778,0.009908882454051422,82172.71897159594,33433.23467930665,115605.95365090256,115605.95365090256,1546864.661112459,0.144
9,5,Louie Vito,0.10795705890612328,0.023981111794849415,158236.5671448371,41282.8035014896,199519.3706463267,199519.3706463267,1546864.661112459,0.144
9,5,Michael Irvin,0.11116059980528324,0.025927085839810432,160313.31858756364,43881.97832525226,204195.2969128159,204195.2969128159,1546864.661112459,0.144
9,5,Joanna Krupa,0.10977712039291213,0.027742908497374603,153549.87985917032,48780.351487870124,202330.23134704048,202330.23134704048,1546864.661112459,0.144
9,5,Aaron Carter,0.10710140649502295,0.030459416214447546,153850.71652159948,41240.84140735011,195091.55792894965,195091.55792894965,1546864.661112459,0.144
9,5,Mya,0.10069133843350107,0.02559623748155036,131243.35652552798,51532.80276397435,182776.15928950234,182776.15928950234,1546864.661112459,0.144
9,5,Donny Osmond,0.09120147940016048,0.024643563727861154,114806.32067124854,52233.28418626846,167039.604857517,167039.604857517,1546864.661112459,0.144
9,5,Kelly Osbourne,0.10321497654452322,0.035223333587272386,147737.92439388137,41180.032381990706,188917.9567758721,188917.9567758721,1546864.661112459,0.144
9,6,Melissa Joan Hart,0.07403138977542349,0.007389908342490988,94373.88742455107,51046.90780881348,145420.79523336454,145420.79523336454,1953135.3388875413,0.05
9,6,Mark Dacascos,0.08547390653844712,0.0065233641651430835,112636.9652429223,54849.12065797877,167486.08590090106,167486.08590090106,1953135.3388875413,0.05
9,6,Louie Vito,0.08944613221665558,0.005011183446978754,133002.46229602126,42858.32801688968,175860.79031291095,175860.79031291095,1953135.3388875413,0.05
9,6,Michael Irvin,0.12235032213663213,0.017400009912245988,198907.66100063748,41199.5961325349,240107.2571331724,240107.2571331724,1953135.3388875413,0.05
9,6,Joanna Krupa,0.12113323272741346,0.026096282534744417,184280.1515933387,52520.84819526486,236800.99978860357,236800.99978860357,1953135.3388875413,0.05
9,6,Aaron Carter,0.14889272540766327,0.020346936561306317,197195.48459294403,94058.05855354,291253.54314648407,291253.54314648407,1953135.3388875413,0.05
9,6,Mya,0.13366306837905464,0.036062926195263155,188133.48049359853,78544.30024129547,266677.780734894,266677.780734894,1953135.3388875413,0.05
9,6,Donny Osmond,0.08302624396899155,0.014918433975057398,121267.93204367123,42556.14502229476,163824.07706596598,163824.07706596598,1953135.3388875413,0.05
9,6,Kelly Osbourne,0.1419829788497188,0.031286145033594184,217640.85263026968,58651.89546502089,276292.74809529056,276292.74809529056,1953135.3388875413,0.05
9,7,Mark Dacascos,0.09826403512646092,0.005699607442350757,126197.36319609293,46944.988419655725,173142.35161574866,173142.35161574866,2261696.342678628,0.044
9,7,Michael Irvin,0.12436297576432588,0.00683375544147173,146753.8448588521,73956.90046072974,220710.74531958185,220710.74531958185,2261696.342678628,0.044
9,7,Joanna Krupa,0.1737577117738298,0.025224031947778697,217924.04274773187,85532.65288048706,303456.6956282189,303456.6956282189,2261696.342678628,0.044
9,7,Aaron Carter,0.15659250471170721,0.00891405179564057,190075.25212236025,85811.67901886384,275886.93114122417,275886.93114122417,2261696.342678628,0.044
9,7,Mya,0.14991011196245962,0.04523581818861529,159748.75420411627,112444.24973120597,272193.0039353222,272193.0039353222,2261696.342678628,0.044
9,7,Donny Osmond,0.12459059950291147,0.004848435134335588,138791.16073879748,81097.48852034131,219888.64925913877,219888.64925913877,2261696.342678628,0.044
9,7,Kelly Osbourne,0.17252206115830507,0.018686301126012633,168161.33494980814,133893.5904642401,302054.9254140482,302054.9254140482,2261696.342678628,0.044
9,8,Joanna Krupa,0.22255507604230398,0.006072292314259119,214604.40531621306,117722.37370734563,332326.7790235587,332326.7790235587,2412194.645688448,0.012
9,8,Aaron Carter,0.16813012987383036,0.006887518319195107,165440.00305752477,85635.12753115686,251075.13058868164,251075.13058868164,2412194.645688448,0.012
9,8,Mya,0.18700333818927564,0.00380762676628578,102063.73941936373,177146.35731789214,279210.09673725587,279210.09673725587,2412194.645688448,0.012
9,8,Donny Osmond,0.17223796349201637,0.006525706426767445,123232.47183896041,133993.86079291822,257226.33263187864,257226.33263187864,2412194.645688448,0.012
9,8,Kelly Osbourne,0.2500734924025736,0.01122897075592352,193989.04263395377,179495.30051846794,373484.3431524217,373484.3431524217,2412194.645688448,0.012
9,10,Mya,0.34916292558077305,0.08695769387313977,138421.48461509906,342997.71712252864,481419.20173762774,481419.20173762774,3236948.940697645,1.0
9,10,Donny Osmond,0.33942684577862964,0.08810223874919558,138087.89365484088,331517.29612903966,469605.1897838806,469605.1897838806,3236948.940697645,1.0
9,10,Kelly Osbourne,0.31141022864059725,0.08335034031800038,141208.99063500858,287641.24262531695,428850.23326032556,428850.23326032556,3236948.940697645,1.0
10,1,Aiden Turner,0.08777731921212131,0.030758937531292795,138590.48976509456,22208.397645533587,160798.88741062814,160798.88741062814,1010039.2763864269,1.0
10,1,Shannen Doherty,0.08981991580096167,0.02944603882767137,139393.92996784305,25886.56536503316,165280.49533287616,165280.49533287616,1010039.2763864269,1.0
10,1,Niecy Nash,0.09113177558416197,0.032641507694649755,140500.58363809684,26515.392584242687,167015.97622233952,167015.97622233952,1010039.2763864269,1.0
10,1,Buzz Aldrin,0.08609647816550178,0.030776169541289256,137933.70781000212,19900.865808786835,157834.57361878897,157834.57361878897,1010039.2763864269,1.0
10,1,Chad Ochocinco,0.09127033293545901,0.031026941755944382,142761.61983934368,25494.11785787368,168255.73769721735,168255.73769721735,1010039.2763864269,1.0
10,1,Evan Lysacek,0.09437970259128296,0.03133996924536682,138243.78946350497,34581.80528919757,172825.59475270254,172825.59475270254,1010039.2763864269,1.0
10,1,Pamela Anderson,0.09194459551196178,0.030117971629770247,137512.41150070154,30942.836775077572,168455.24827577913,168455.24827577913,1010039.2763864269,1.0
10,1,Nicole Scherzinger,0.09399937122619767,0.030698662700226274,136630.99871980058,35834.03242351611,172465.03114331668,172465.03114331668,1010039.2763864269,1.0
10,1,Erin Andrews,0.0919826103056036,0.032024767657892986,137402.13884363318,31287.548798704654,168689.6876423378,168689.6876423378,1010039.2763864269,1.0
10,1,Kate Gosselin,0.0884232153300427,0.030678575677034955,139247.9926208541,23433.783664796567,162681.77628565067,162681.77628565067,1010039.2763864269,1.0
10,1,Jake Pavelka,0.09317468333670557,0.031007998015559046,141870.3893118377,29637.016653965682,171507.4059658034,171507.4059658034,1010039.2763864269,1.0
10,2,Aiden Turner,0.09699767048562931,0.027293480441528947,154702.72287182583,28411.46271421624,183114.18558604206,183114.18558604206,1030086.3048067756,0.034
10,2,Shannen Doherty,0.04889965000659277,0.006323157297934508,70037.08490107564,20644.62533272758,90681.71023380321,90681.71023380321,1030086.3048067756,0.034
10,2,Niecy Nash,0.09902259176116177,0.03973820184644615,157446.67825179096,27678.65817937389,185125.33643116488,185125.33643116488,1030086.3048067756,0.034
10,2,Buzz Aldrin,0.1124779659274523,0.02521498723391626,193399.42793659863,14906.078376343743,208305.50631294237,208305.50631294237,1030086.3048067756,0.034
10,2,Chad Ochocinco,0.11068681557512612,0.032033699947380076,182485.42911909407,26163.960403880486,208649.38952297458,208649.38952297458,1030086.3048067756,0.034
10,2,Evan Lysacek,0.08878471928468606,0.018683300490544088,128042.99245687813,35543.620625820324,163586.61308269843,163586.61308269843,1030086.3048067756,0.034
10,2,Pamela Anderson,0.07931264388450716,0.029993419183402086,116625.04793057684,29379.481091033555,146004.52902161036,146004.52902161036,1030086.3048067756,0.034
10,2,Nicole Scherzinger,0.07698203790837899,0.01827904679215657,105744.38551334885,36240.3681440249,141984.75365737377,141984.75365737377,1030086.3048067756,0.034
10,2,Erin Andrews,0.08357566465179224,0.015019359197717954,124214.91313877457,33335.65680829399,157550.56994706858,157550.56994706858,1030086.3048067756,0.034
10,2,Kate Gosselin,0.10490297182654951,0.0341210159012567,172555.03765714564,25100.452740200762,197655.49039734638,197655.49039734638,1030086.3048067756,0.034
10,2,Jake Pavelka,0.09835726868812378,0.027691926426099103,153186.43993034423,31449.01732748719,184635.4572578314,184635.4572578314,1030086.3048067756,0.034
10,3,Aiden Turner,0.11120752330569827,0.03132567237755883,181294.4502167047,30684.80320311258,211979.25341981728,211979.25341981728,1087805.354311552,0.246
10,3,Niecy Nash,0.1331753049632086,0.04773233725321313,210328.6650599214,38557.38824197834,248886.05330189978,248886.05330189978,1087805.354311552,0.246
10,3,Buzz Aldrin,0.09573060186076411,0.006039285275454518,163347.22818774427,17487.952176835646,180835.1803645799,180835.1803645799,1087805.354311552,0.246
10,3,Chad Ochocinco,0.10733580311758456,0.02935956622273982,173555.29900099218,30317.62812155015,203872.9271225423,203872.9271225423,1087805.354311552,0.246
10,3,Evan Lysacek,0.09082163401587037,0.0187993403708888,121363.44238538913,49954.457838419105,171317.90022380828,171317.90022380828,1087805.354311552,0.246
10,3,Pamela Anderson,0.07330006482207442,0.028345232548692794,106424.27957198804,30654.71803789468,137078.9976098827,137078.9976098827,1087805.354311552,0.246
10,3,Nicole Scherzinger,0.07199643303588568,0.017240598030209508,107416.28448101196,29002.1869630295,136418.47144404144,136418.47144404144,1087805.354311552,0.246
10,3,Erin Andrews,0.08593144057073025,0.014130195561573643,119698.0596602282,43811.05109327568,163509.1107535039,163509.1107535039,1087805.354311552,0.246
10,3,Kate Gosselin,0.13496015408903791,0.03587344280698356,227547.95275971503,27757.75080820763,255305.7035679227,255305.7035679227,1087805.354311552,0.246
10,3,Jake Pavelka,0.09554104021914578,0.020792058535970076,147795.62307055594,33025.894675204705,180821.51774576062,180821.51774576062,1087805.354311552,0.246
10,4,Aiden Turner,0.08512735770233593,0.008421148889743777,113828.51522153898,34114.8889891035,147943.4042106425,147943.4042106425,1238303.6573213725,0.244
10,4,Niecy Nash,0.15145304131488807,0.049516426240773355,210320.48893275936,50631.38820639733,260951.87713915668,260951.87713915668,1238303.6573213725,0.244
10,4,Chad Ochocinco,0.108695947327043,0.015271638028770391,159289.19494892418,31174.697656246342,190463.89260517055,190463.89260517055,1238303.6573213725,0.244
10,4,Evan Lysacek,0.07719859745398956,0.008713814293344955,77946.16494744625,56524.01404524951,134470.17899269576,134470.17899269576,1238303.6573213725,0.244
10,4,Pamela Anderson,0.075496416850271,0.015235762169498148,93389.19916025791,37602.404476729906,130991.6036369878,130991.6036369878,1238303.6573213725,0.244
10,4,Nicole Scherzinger,0.09833513979764341,0.01663150586872191,114401.41356716651,58052.55866807952,172453.97223524604,172453.97223524604,1238303.6573213725,0.244
10,4,Erin Andrews,0.09695655661844406,0.008888818175987797,122682.42014219485,46768.96147928172,169451.38162147655,169451.38162147655,1238303.6573213725,0.244
10,4,Kate Gosselin,0.17970759127642463,0.039364229350627035,275452.15749369015,40587.64125743908,316039.7987511292,316039.7987511292,1238303.6573213725,0.244
10,4,Jake Pavelka,0.12702935165896026,0.013730819512696427,187428.09037561103,33562.027541580785,220990.11791719182,220990.11791719182,1238303.6573213725,0.244
10,6,Niecy Nash,0.14954200861153233,0.03857788480819973,162504.04784843596,77647.56471997185,240151.6125684078,240151.6125684078,1953135.3388875413,0.304
10,6,Chad Ochocinco,0.14539520620027352,0.03656607731642249,146269.16442083646,86723.91718149849,232993.08160233492,232993.08160233492,1953135.3388875413,0.304
10,6,Evan Lysacek,0.1476880338238702,0.03546967342785506,153671.71163475036,83398.47371898129,237070.18535373165,237070.18535373165,1953135.3388875413,0.304
10,6,Pamela Anderson,0.1513188673458703,0.03979863435812868,152515.12174473243,88901.8272264772,241416.9489712096,241416.9489712096,1953135.3388875413,0.304
10,6,Nicole Scherzinger,0.1544385116642685,0.043139302766672,141158.3132003894,105694.70226285902,246853.01546324845,246853.01546324845,1953135.3388875413,0.304
10,6,Erin Andrews,0.15384436654460515,0.04275325950496347,146519.88631865836,99620.6627918465,246140.54911050486,246140.54911050486,1953135.3388875413,0.304
10,6,Jake Pavelka,0.09777300580958004,0.017779282338832518,99925.5990887209,56438.1803603368,156363.77944905768,156363.77944905768,1953135.3388875413,0.304
10,7,Niecy Nash,0.17361339768722064,0.035410583917660415,165808.94834716254,116640.73604409251,282449.684391255,282449.684391255,2261696.342678627,0.118
10,7,Chad Ochocinco,0.1674705326390466,0.03223473685178681,154514.04727812443,115905.18795780124,270419.23523592565,270419.23523592565,2261696.342678627,0.118
10,7,Evan Lysacek,0.19353412715374502,0.03921176704072662,166637.85395540288,144836.540879249,311474.3948346518,311474.3948346518,2261696.342678627,0.118
10,7,Pamela Anderson,0.11006248147116383,0.017380591194233845,88863.43513756966,87154.4783237293,176017.91346129894,176017.91346129894,2261696.342678627,0.118
10,7,Nicole Scherzinger,0.17967289849022802,0.04649242309547661,149238.9827787501,142533.696455206,291772.67923395615,291772.67923395615,2261696.342678627,0.118
10,7,Erin Andrews,0.17564656255859587,0.03718639263646439,166488.4447885024,119057.91145023426,285546.3562387367,285546.3562387367,2261696.342678627,0.118
10,8,Niecy Nash,0.1539643651491011,0.017369274482046428,124022.83783962252,119639.01941849988,243661.85725812239,243661.85725812239,2412194.6456884486,0.436
10,8,Chad Ochocinco,0.18926532602516014,0.029060600366422912,168567.39364209023,132064.4768618353,300631.87050392554,300631.87050392554,2412194.6456884486,0.436
10,8,Evan Lysacek,0.22549982101196905,0.04678923522866098,165969.43146626625,189092.50209008963,355061.9335563559,355061.9335563559,2412194.6456884486,0.436
10,8,Nicole Scherzinger,0.23589237392890855,0.05517628858293257,156698.01403644538,218748.5453218836,375446.559358329,375446.559358329,2412194.6456884486,0.436
10,8,Erin Andrews,0.19537811388486118,0.03943097984935426,149184.26556452175,163503.3327532265,312687.5983177483,312687.5983177483,2412194.6456884486,0.436
10,9,Chad Ochocinco,0.20165236208322396,0.02530152459583311,152939.72102087093,204690.09559878183,357629.81661965273,357629.81661965273,3210887.8037511916,0.444
10,9,Evan Lysacek,0.28072920969123527,0.062217296738616916,196222.0607016568,291384.01994111005,487606.08064276684,487606.08064276684,3210887.8037511916,0.444
10,9,Nicole Scherzinger,0.2740198534493933,0.04287772277206263,157631.3911658863,334068.33952816704,491699.7306940534,491699.7306940534,3210887.8037511916,0.444
10,9,Erin Andrews,0.24359857477614746,0.02873960696296337,171227.2964236467,264813.34628283785,436040.64270648453,436040.64270648453,3210887.8037511916,0.444
10,10,Evan Lysacek,0.34567783503671706,0.07367762237596957,194229.51038259125,378316.80862933944,572546.3190119307,572546.3190119307,3236948.940697645,1.0
10,10,Nicole Scherzinger,0.3508891566541789,0.050868489993470094,152192.92841562026,445861.8701443528,598054.798559973,598054.798559973,3236948.940697645,1.0
10,10,Erin Andrews,0.30343300830910397,0.04469087579309266,174815.10372636523,338967.70333557355,513782.8070619388,513782.8070619388,3236948.940697645,1.0
11,1,David Hasselhoff,0.05096733181026494,0.008232460435147162,82039.09377747026,18734.536965640116,100773.6307431104,100773.6307431104,1010039.2763864269,0.226
11,1,Florence Henderson,0.08440490764628131,0.0281342016121371,145309.12941671346,22747.52130010849,168056.650716822,168056.650716822,1010039.2763864269,0.226
11,1,Kyle Massey,0.08557875687611091,0.028559035499218646,140251.3006183271,29797.3531303897,170048.6537487168,170048.6537487168,1010039.2763864269,0.226
11,1,Jennifer Grey,0.08914867910025075,0.031906264699043375,145243.48996881928,32342.189558698898,177585.6795275182,177585.6795275182,1010039.2763864269,0.226
11,1,Rick Fox,0.08234257511471865,0.026614073200720016,134089.75291892496,28943.75031722827,163033.50323615325,163033.50323615325,1010039.2763864269,0.226
11,1,Kurt Warner,0.08709287914156391,0.031023255624373212,147251.27135907806,25295.07920139854,172546.35056047663,172546.35056047663,1010039.2763864269,0.226
11,1,Margaret Cho,0.08695877880875404,0.02642357901474958,151635.35323364273,20778.00986105318,172413.3630946959,172413.3630946959,1010039.2763864269,0.226
11,1,Michael Bolton,0.08471780836481564,0.02764380498255567,145195.8797534207,21905.97326075609,167101.8530141768,167101.8530141768,1010039.2763864269,0.226
11,1,Brandy,0.08553433457003995,0.02980186728293089,139561.5097736722,30078.47868430031,169639.98845797256,169639.98845797256,1010039.2763864269,0.226
11,1,The Situation,0.08829742150974745,0.02552459087817863,154864.44857065505,20034.439033319548,174898.8876039746,174898.8876039746,1010039.2763864269,0.226
11,1,Audrina Patridge,0.0895700810263885,0.02874293936724233,152424.36761522875,25657.038082797633,178081.4056980264,178081.4056980264,1010039.2763864269,0.226
11,1,Bristol Palin,0.08538644603106395,0.03165352461232315,143732.06355673014,25027.174341305326,168759.23789803544,168759.23789803544,1010039.2763864269,0.226
11,2,Florence Henderson,0.09050173307792657,0.03196369915349748,148826.473218869,25159.53603764139,173986.0092565104,173986.0092565104,1030086.3048067755,0.664
11,2,Kyle Massey,0.0889020986179507,0.027021358674242525,140402.9156254404,30744.22503300502,171147.1406584454,171147.1406584454,1030086.3048067755,0.664
11,2,Jennifer Grey,0.09298723487511235,0.03508195734877355,145319.16313996652,34010.13902551025,179329.30216547675,179329.30216547675,1030086.3048067755,0.664
11,2,Rick Fox,0.08877539368941158,0.02904159467136147,142207.45109786675,28718.071095242507,170925.52219310924,170925.52219310924,1030086.3048067755,0.664
11,2,Kurt Warner,0.09786766387329217,0.034732812184090765,157329.58087005885,29996.115685661105,187325.69655571994,187325.69655571994,1030086.3048067755,0.664
11,2,Margaret Cho,0.09152038426737308,0.025149858980785433,150425.52475841666,25417.491343783866,175843.01610220055,175843.01610220055,1030086.3048067755,0.664
11,2,Michael Bolton,0.06830074324300056,0.011609601742105798,113925.22324995267,16592.67894223127,130517.90219218394,130517.90219218394,1030086.3048067755,0.664
11,2,Brandy,0.09321070807849444,0.03357605748190951,150646.07979045287,28317.92566017139,178964.00545062424,178964.00545062424,1030086.3048067755,0.664
11,2,The Situation,0.10076651247979336,0.027369202293916147,168930.64812054558,24066.284063115534,192996.93218366112,192996.93218366112,1030086.3048067755,0.664
11,2,Audrina Patridge,0.09600459596338362,0.03263046214660461,152159.44012042435,32097.58594274437,184257.02606316868,184257.02606316868,1030086.3048067755,0.664
11,2,Bristol Palin,0.09116293183426159,0.03204082447903458,141200.57661487046,32124.759261290128,173325.3358761606,173325.3358761606,1030086.3048067755,0.664
11,3,Florence Henderson,0.10756978301510949,0.03306840795248335,163601.64458759283,30193.330892657297,193794.97548025017,193794.97548025017,1087805.3543115521,0.254
11,3,Kyle Massey,0.09734879978571707,0.030333607766647154,133653.03640455648,39801.611681100556,173454.648085657,173454.648085657,1087805.3543115521,0.254
