celebrity,season,week,A_raw,A_norm,A_zscore,A_core,P_raw,P_avg,P_peak,P_stability,RI,FDI,PS,Category
Joanna Krupa,9,7,9.166666666666666,1.0,1.1846857694422188,0.6173034541459488,0.1781223512100742,0.11273373459452128,0.2402390405478865,0.5013886101921694,1.1648713124770351,0.15716323955075157,0.4154755663253778,Skilled
Aaron Carter,9,7,8.833333333333334,0.8333333333333338,0.6968739820248367,0.4247281334332626,0.1846063131037687,0.09915797939640011,0.1846063131037687,0.584876745027882,0.6353254978641532,0.1889701982388781,0.29450007181851756,Average
Mya,9,7,8.166666666666666,0.4999999999999998,-0.27874959280993267,1.1236332041794266,0.1950060531768942,0.15138099154088203,0.2929068014666606,0.46830025316300905,2.6557351341600572,0.12371435412493463,0.7347323191240087,Star
Donny Osmond,9,7,8.666666666666666,0.7499999999999999,0.45296808831614316,0.46998077723177206,0.1871854823900491,0.19259308698239383,0.6175118202046012,0.15623165304069075,4.756876621332675,0.33789400393073155,0.35902570113202076,Popular
Kelly Osbourne,9,7,8.666666666666666,0.7499999999999999,0.45296808831614316,-0.15965968761748367,0.1754743294765641,0.14586921207112952,0.322916145500183,0.4597436559822282,2.000771275216062,0.5617707292555014,-0.037448127742038394,Average
Joanna Krupa,9,8,8.666666666666666,0.22222222222222143,-0.10577717706959143,0.6173034541459488,0.2402390405478865,0.11273373459452128,0.2402390405478865,0.5013886101921694,1.1648713124770351,0.15716323955075157,0.4154755663253778,Skilled
Aaron Carter,9,8,8.333333333333334,0.0,-0.6346630624175346,0.4247281334332626,0.0427119310484259,0.09915797939640011,0.1846063131037687,0.584876745027882,0.6353254978641532,0.1889701982388781,0.29450007181851756,Average
Mya,9,8,9.833333333333334,1.0,1.7453234216482179,1.1236332041794266,0.2228659893367441,0.15138099154088203,0.2929068014666606,0.46830025316300905,2.6557351341600572,0.12371435412493463,0.7347323191240087,Star
Donny Osmond,9,8,8.333333333333334,0.0,-0.6346630624175346,0.46998077723177206,0.2456923355495827,0.19259308698239383,0.6175118202046012,0.15623165304069075,4.756876621332675,0.33789400393073155,0.35902570113202076,Popular
Kelly Osbourne,9,8,8.5,0.11111111111111072,-0.37022011974356295,-0.15965968761748367,0.2484907035173612,0.14586921207112952,0.322916145500183,0.4597436559822282,2.000771275216062,0.5617707292555014,-0.037448127742038394,Average
Joanna Krupa,9,9,9.0,0.5384810652389637,0.18262378480099273,0.6173034541459488,0.061043929366583,0.11273373459452128,0.2402390405478865,0.5013886101921694,1.1648713124770351,0.15716323955075157,0.4154755663253778,Skilled
Mya,9,9,9.666633333333333,1.0,1.2780104751316677,1.1236332041794266,0.2929068014666606,0.15138099154088203,0.2929068014666606,0.46830025316300905,2.6557351341600572,0.12371435412493463,0.7347323191240087,Star
Donny Osmond,9,9,8.222199999999999,0.0,-1.0954277693855166,0.46998077723177206,0.3231331236665739,0.19259308698239383,0.6175118202046012,0.15623165304069075,4.756876621332675,0.33789400393073155,0.35902570113202076,Popular
Kelly Osbourne,9,9,8.6666,0.3076639051069633,-0.36520649054714394,-0.15965968761748367,0.322916145500183,0.14586921207112952,0.322916145500183,0.4597436559822282,2.000771275216062,0.5617707292555014,-0.037448127742038394,Average
Mya,9,10,9.4444,0.8235387547649294,0.4041053374826395,1.1236332041794266,0.2630983095653023,0.15138099154088203,0.2929068014666606,0.46830025316300905,2.6557351341600572,0.12371435412493463,0.7347323191240087,Star
Donny Osmond,9,10,9.6666,1.0,0.7347099250696904,0.46998077723177206,0.6175118202046012,0.19259308698239383,0.6175118202046012,0.15623165304069075,4.756876621332675,0.33789400393073155,0.35902570113202076,Popular
Kelly Osbourne,9,10,8.4074,0.0,-1.1388152625523298,-0.15965968761748367,0.1193898702300963,0.14586921207112952,0.322916145500183,0.4597436559822282,2.000771275216062,0.5617707292555014,-0.037448127742038394,Average
Aiden Turner,10,1,5.0,0.09090909090909081,-1.1846977555181852,-0.6523228181671992,0.0906192069769695,0.07930658926224131,0.1113325216758375,0.5547212907134932,-1.97445939535466,0.10541563720670759,-0.359671055195423,Average
Shannen Doherty,10,1,6.0,0.36363636363636354,-0.2961744388795467,-0.14808721943977304,0.0914914176590433,0.05078660567208405,0.0914914176590433,0.19851284707271688,-8.14096239739185,0.20471270461561714,-0.0685376893950302,Average
Niecy Nash,10,1,6.0,0.36363636363636354,-0.2961744388795467,-0.6153135738555099,0.0919208940609272,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Buzz Aldrin,10,1,4.666666666666667,0.0,-1.480872194397731,-1.7299151039647205,0.0915891285154337,0.08166273402361854,0.1296524144380622,0.4636246016664589,-3.3921234699037,0.04462651510263338,-1.0052839687693849,Average
Chad Ochocinco,10,1,6.0,0.36363636363636354,-0.2961744388795467,-0.38994450457241925,0.0906668141803379,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,1,7.666666666666667,0.8181818181818181,1.1846977555181843,0.7106207555784085,0.0913478148943526,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,1,7.0,0.6363636363636362,0.5923488777590918,0.2121168278405939,0.0918235291296235,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,1,8.333333333333334,1.0,1.777046633277277,1.2827700114112424,0.0895953167230519,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,1,7.0,0.6363636363636362,0.5923488777590918,0.20126955671048305,0.0909775040275609,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Kate Gosselin,10,1,5.333333333333333,0.18181818181818163,-0.8885233166386393,-1.2126057382104614,0.0905723376601994,0.09945349590928639,0.139676875520613,0.6128278499228126,-0.9956872391120178,0.07576798806690889,-0.6877820445625623,Average
Jake Pavelka,10,1,6.666666666666667,0.5454545454545454,0.2961744388795459,-0.14019536423247048,0.0893960361724997,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Aiden Turner,10,2,6.333333333333333,0.4374999999999999,-0.22360679774997877,-0.6523228181671992,0.0956861813672174,0.07930658926224131,0.1113325216758375,0.5547212907134932,-1.97445939535466,0.10541563720670759,-0.359671055195423,Average
Shannen Doherty,10,2,6.666666666666667,0.5,5.958081967793455e-16,-0.14808721943977304,0.0100817936851248,0.05078660567208405,0.0914914176590433,0.19851284707271688,-8.14096239739185,0.20471270461561714,-0.0685376893950302,Average
Niecy Nash,10,2,7.0,0.5624999999999999,0.22360679774997938,-0.6153135738555099,0.093793164831894,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Buzz Aldrin,10,2,4.0,0.0,-1.7888543819998313,-1.7299151039647205,0.1296524144380622,0.08166273402361854,0.1296524144380622,0.4636246016664589,-3.3921234699037,0.04462651510263338,-1.0052839687693849,Average
Chad Ochocinco,10,2,5.333333333333333,0.24999999999999992,-0.8944271909999156,-0.38994450457241925,0.1131627044168902,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,2,8.0,0.7499999999999999,0.8944271909999163,0.7106207555784085,0.0888762680185644,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,2,7.333333333333333,0.6249999999999999,0.44721359549995815,0.2121168278405939,0.0900932877984189,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,2,9.333333333333334,1.0,1.7888543819998326,1.2827700114112424,0.080194553430782,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,2,7.666666666666667,0.6875,0.6708203932499375,0.20126955671048305,0.0866662691322143,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Kate Gosselin,10,2,5.0,0.18749999999999997,-1.1180339887498945,-1.2126057382104614,0.1163793314077474,0.09945349590928639,0.139676875520613,0.6128278499228126,-0.9956872391120178,0.07576798806690889,-0.6877820445625623,Average
Jake Pavelka,10,2,6.666666666666667,0.5,5.958081967793455e-16,-0.14019536423247048,0.0954140314730841,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Aiden Turner,10,3,6.666666666666667,0.5384615384615387,-0.0789048795409565,-0.6523228181671992,0.1113325216758375,0.07930658926224131,0.1113325216758375,0.5547212907134932,-1.97445939535466,0.10541563720670759,-0.359671055195423,Average
Niecy Nash,10,3,7.0,0.6153846153846155,0.18411138559556353,-0.6153135738555099,0.1040998815854451,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Buzz Aldrin,10,3,4.333333333333333,0.0,-1.920018735496599,-1.7299151039647205,0.0237466591173597,0.08166273402361854,0.1296524144380622,0.4636246016664589,-3.3921234699037,0.04462651510263338,-1.0052839687693849,Average
Chad Ochocinco,10,3,6.666666666666667,0.5384615384615387,-0.0789048795409565,-0.38994450457241925,0.1065673589758181,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,3,8.666666666666666,1.0,1.4991927112781644,0.7106207555784085,0.1070107576178866,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,3,7.0,0.6153846153846155,0.18411138559556353,0.2121168278405939,0.1086633522831203,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,3,7.666666666666667,0.7692307692307694,0.7101439158686044,1.2827700114112424,0.102738664733714,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,3,7.666666666666667,0.7692307692307694,0.7101439158686044,0.20126955671048305,0.1054712966774387,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Kate Gosselin,10,3,5.0,0.15384615384615394,-1.393986205223558,-1.2126057382104614,0.1214997313097064,0.09945349590928639,0.139676875520613,0.6128278499228126,-0.9956872391120178,0.07576798806690889,-0.6877820445625623,Average
Jake Pavelka,10,3,7.0,0.6153846153846155,0.18411138559556353,-0.14019536423247048,0.1088697760236733,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Aiden Turner,10,4,5.5,0.05000000000000009,-1.122081839859676,-0.6523228181671992,0.0195884470289408,0.07930658926224131,0.1113325216758375,0.5547212907134932,-1.97445939535466,0.10541563720670759,-0.359671055195423,Average
Niecy Nash,10,4,6.0,0.2000000000000001,-0.7126736009919562,-0.6153135738555099,0.1263800574012538,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Chad Ochocinco,10,4,7.333333333333333,0.6000000000000001,0.3790817026552958,-0.38994450457241925,0.1212092683093059,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,4,8.666666666666666,1.0,1.4708370063025478,0.7106207555784085,0.113833731556405,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,4,7.833333333333333,0.7500000000000001,0.7884899415230154,0.2121168278405939,0.1151705548291419,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,4,8.333333333333334,0.9000000000000004,1.1978981803907358,1.2827700114112424,0.1161770909842182,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,4,6.5,0.35000000000000014,-0.30326536212423666,0.20126955671048305,0.1233060846823764,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Kate Gosselin,10,4,5.333333333333333,0.0,-1.2585512528155827,-1.2126057382104614,0.139676875520613,0.09945349590928639,0.139676875520613,0.6128278499228126,-0.9956872391120178,0.07576798806690889,-0.6877820445625623,Average
Jake Pavelka,10,4,6.333333333333333,0.30000000000000004,-0.4397347750801434,-0.14019536423247048,0.1246578896877447,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Niecy Nash,10,5,6.0,0.2142857142857143,-0.7681902622851764,-0.6153135738555099,0.1478995579587377,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Chad Ochocinco,10,5,6.0,0.2142857142857143,-0.7681902622851764,-0.38994450457241925,0.1486433372880039,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,5,9.0,0.8571428571428572,1.1390407337331916,0.7106207555784085,0.1387234955118556,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,5,7.0,0.4285714285714286,-0.1324465969457204,0.2121168278405939,0.1408766165944449,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,5,9.666666666666666,1.0,1.5628698439594952,1.2827700114112424,0.1256076613183313,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,5,7.333333333333333,0.5,0.07946795816743144,0.20126955671048305,0.1353416371363278,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Kate Gosselin,10,5,5.0,0.0,-1.4039339276246325,-1.2126057382104614,0.0291392036481657,0.09945349590928639,0.139676875520613,0.6128278499228126,-0.9956872391120178,0.07576798806690889,-0.6877820445625623,Average
Jake Pavelka,10,5,7.666666666666667,0.5714285714285716,0.29138251328058384,-0.14019536423247048,0.1337684905441319,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Niecy Nash,10,6,8.6666,0.09090000000000036,-0.931608128585991,-0.6153135738555099,0.1745913385121323,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Chad Ochocinco,10,6,10.3333,0.5454545454545455,0.2760248818989117,-0.38994450457241925,0.1607806743955181,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,6,9.0,0.1818272727272729,-0.6900380525701116,0.7106207555784085,0.172840930524638,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,6,9.999933333333333,0.45453636363636374,0.034478958060198135,0.2121168278405939,0.1599361206223635,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,6,11.999966666666666,1.0,1.4836337402066486,1.2827700114112424,0.1502206177692804,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,6,11.333333333333334,0.8181909090909095,1.000614349060721,0.20126955671048305,0.1536172184453339,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Jake Pavelka,10,6,8.3333,0.0,-1.1731057480703733,-0.14019536423247048,0.0280130997307329,0.09668655393864443,0.1337684905441319,0.6447991324293909,-0.5030376895189118,0.4025329724726386,-0.04544259696402451,Average
Niecy Nash,10,7,8.166666666666666,0.0,-1.45988644646704,-0.6153135738555099,0.2039197724399541,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Chad Ochocinco,10,7,8.666666666666666,0.5999999999999995,0.08587567332159317,-0.38994450457241925,0.1959330126088229,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,7,9.0,1.0,1.1163837531806837,0.7106207555784085,0.1869488297937061,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Pamela Anderson,10,7,8.5,0.4000000000000004,-0.42937836660794937,0.2121168278405939,0.0284473976934204,0.10500155127864763,0.1599361206223635,0.6280348521181861,-0.06510522981926944,0.33641746266969824,0.1692707172158154,Average
Nicole Scherzinger,10,7,9.0,1.0,1.1163837531806837,1.2827700114112424,0.1857993747398721,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,7,8.5,0.4000000000000004,-0.42937836660794937,0.20126955671048305,0.1989516127242231,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Niecy Nash,10,8,7.166666666666667,0.0,-1.1616938969799115,-0.6153135738555099,0.0491573125983637,0.12397024742358849,0.2039197724399541,0.623131094062823,0.5765259989760733,0.17330895421904843,-0.31960004534387054,Average
Chad Ochocinco,10,8,7.5,0.12499999999999988,-0.8559849767220403,-0.38994450457241925,0.2584947497130741,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,8,8.833333333333334,0.625,0.3668507043094461,0.7106207555784085,0.2315974784906878,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Nicole Scherzinger,10,8,9.833333333333334,1.0,1.2839774650830604,1.2827700114112424,0.2277807156752885,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,8,8.833333333333334,0.625,0.3668507043094461,0.20126955671048305,0.2329697435225866,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Chad Ochocinco,10,9,8.666666666666666,0.0,-1.3568010505999382,-0.38994450457241925,0.0663987935990624,0.14020630149853705,0.2584947497130741,0.6041876349234834,0.9287112781927861,0.28616771938466146,-0.17788418214403673,Average
Evan Lysacek,10,9,9.833333333333334,1.0,0.7537783614444072,0.7106207555784085,0.3110736810014492,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Nicole Scherzinger,10,9,9.833333333333334,1.0,0.7537783614444072,1.2827700114112424,0.3091908964425873,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,9,9.333333333333334,0.5714285714285718,-0.15075567228888273,0.20126955671048305,0.3133366289569004,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
Evan Lysacek,10,10,8.9629,0.0,-0.6289626084123444,0.7106207555784085,0.2865312333198515,0.17287842207293969,0.3110736810014492,0.5581232444798239,2.5384418126050767,0.2132667105835261,0.495523822176221,Star
Nicole Scherzinger,10,10,9.592566666666666,1.0,1.1531138387016775,1.2827700114112424,0.5968796133642144,0.19841845051813398,0.5968796133642144,0.25005130609543313,4.2589231110781105,0.14349345797254448,0.8490293870539989,Star
Erin Andrews,10,10,8.999933333333333,0.05881418740074132,-0.5241512302893331,0.20126955671048305,0.1165891533159342,0.15572271486208963,0.3133366289569004,0.558975559081045,1.6363040981990595,0.5168883194253098,0.18305081997112568,Popular
David Hasselhoff,11,1,5.0,0.0,-1.162258580429918,-1.162258580429918,0.0124428658275981,0.0124428658275981,0.0124428658275981,1.0,0.0,0.009857620316876857,-0.6923780019269115,Average
Florence Henderson,11,1,6.0,0.3333333333333333,-0.27201796563253444,-0.5074975165018247,0.0903200545750441,0.08895780146004921,0.1258697371153758,0.585121206064,-1.1517906583977535,0.14643319362406318,-0.26891538931707515,Average
Kyle Massey,11,1,7.666666666666667,0.888888888888889,1.211716392363105,0.13159546001203015,0.0842465539005477,0.17304567723955583,0.3117838221377909,0.5679523831920577,2.4927582211744697,0.7471894191300944,0.1481755469030404,Popular
Jennifer Grey,11,1,8.0,1.0,1.5084632639622324,0.9852338979569509,0.0852559322935551,0.20332414384162117,0.606370385755609,0.2668488513871552,4.251837687306294,0.18735513535321455,0.6724699963108189,Star
Rick Fox,11,1,7.333333333333333,0.7777777777777777,0.9149695207639765,0.31361598170090277,0.0884264563135233,0.10603547018104972,0.1619045636230082,0.6293681251532258,-0.07693496761067539,0.25636212059554053,0.23058377709296154,Average
Kurt Warner,11,1,6.333333333333333,0.44444444444444436,0.024728905966593107,-0.2756661736616638,0.0859006469456357,0.12115441614369783,0.1937555236579425,0.61278300419725,0.521367189835948,0.32250552388784715,-0.11693793773951913,Average
Margaret Cho,11,1,5.0,0.0,-1.162258580429918,-1.115575546895096,0.0984256327432109,0.0717381331767935,0.1006152390782515,0.4521703449050808,-4.11260525171464,0.059015775169245395,-0.6406500748663402,Average
Michael Bolton,11,1,5.333333333333333,0.11111111111111101,-0.8655117088307903,-1.6586000059067811,0.0970937120643331,0.05976594169622325,0.0970937120643331,0.3754340798671181,-7.465554073621969,0.033984954791016465,-0.9712536268655794,Average
Brandy,11,1,7.666666666666667,0.888888888888889,1.211716392363105,0.8881521511616951,0.0852315838283734,0.128309897470437,0.228993744356392,0.6204382607266348,0.7924793612878206,0.12984832074654987,0.5842152496851918,Skilled
The Situation,11,1,5.0,0.0,-1.162258580429918,-0.9805271630250789,0.0964201615742736,0.08462782098959332,0.1150579194843796,0.5751283020592688,-2.0754164401597253,0.0783208640055531,-0.55446516941921,Average
Audrina Patridge,11,1,6.333333333333333,0.44444444444444436,0.024728905966593107,0.6240039391481477,0.0870342414174985,0.0936268054709073,0.1340266403911059,0.6148130446928205,-0.5971730944503935,0.12931808849143447,0.41185308567725154,Skilled
Bristol Palin,11,1,6.0,0.3333333333333333,-0.27201796563253444,-0.8609887590108766,0.0892021585164066,0.16777788187028736,0.3239020960749461,0.5656199929101848,1.7020903676412762,0.17458880793046658,-0.44948210265841093,Popular
Florence Henderson,11,2,6.333333333333333,0.5833333333333333,-0.3305647150089129,-0.5074975165018247,0.0986786156460889,0.08895780146004921,0.1258697371153758,0.585121206064,-1.1517906583977535,0.14643319362406318,-0.26891538931707515,Average
Kyle Massey,11,2,7.333333333333333,0.8333333333333333,0.5784882512655983,0.13159546001203015,0.0944341796100643,0.17304567723955583,0.3117838221377909,0.5679523831920577,2.4927582211744697,0.7471894191300944,0.1481755469030404,Popular
Jennifer Grey,11,2,8.0,1.0,1.1845235621152728,0.9852338979569509,0.0962257911585928,0.20332414384162117,0.606370385755609,0.2668488513871552,4.251837687306294,0.18735513535321455,0.6724699963108189,Star
Rick Fox,11,2,7.0,0.75,0.2754705958407615,0.31361598170090277,0.0978226898618837,0.10603547018104972,0.1619045636230082,0.6293681251532258,-0.07693496761067539,0.25636212059554053,0.23058377709296154,Average
Kurt Warner,11,2,7.0,0.75,0.2754705958407615,-0.2756661736616638,0.0958002455602336,0.12115441614369783,0.1937555236579425,0.61278300419725,0.521367189835948,0.32250552388784715,-0.11693793773951913,Average
Margaret Cho,11,2,6.0,0.5,-0.6335823704337497,-1.115575546895096,0.1006152390782515,0.0717381331767935,0.1006152390782515,0.4521703449050808,-4.11260525171464,0.059015775169245395,-0.6406500748663402,Average
Michael Bolton,11,2,4.0,0.0,-2.451688302982772,-1.6586000059067811,0.0224381713281134,0.05976594169622325,0.0970937120643331,0.3754340798671181,-7.465554073621969,0.033984954791016465,-0.9712536268655794,Average
Brandy,11,2,7.0,0.75,0.2754705958407615,0.8881521511616951,0.0966431272010392,0.128309897470437,0.228993744356392,0.6204382607266348,0.7924793612878206,0.12984832074654987,0.5842152496851918,Skilled
The Situation,11,2,6.0,0.5,-0.6335823704337497,-0.9805271630250789,0.1036096718691729,0.08462782098959332,0.1150579194843796,0.5751283020592688,-2.0754164401597253,0.0783208640055531,-0.55446516941921,Average
Audrina Patridge,11,2,7.666666666666667,0.9166666666666667,0.8815059066904359,0.6240039391481477,0.0967486316727338,0.0936268054709073,0.1340266403911059,0.6148130446928205,-0.5971730944503935,0.12931808849143447,0.41185308567725154,Skilled
Bristol Palin,11,2,7.333333333333333,0.8333333333333333,0.5784882512655983,-0.8609887590108766,0.0969836370138254,0.16777788187028736,0.3239020960749461,0.5656199929101848,1.7020903676412762,0.17458880793046658,-0.44948210265841093,Popular
Florence Henderson,11,3,6.666666666666667,0.25000000000000017,-0.7943560850305861,-0.5074975165018247,0.1107856390432243,0.08895780146004921,0.1258697371153758,0.585121206064,-1.1517906583977535,0.14643319362406318,-0.26891538931707515,Average
Kyle Massey,11,3,7.666666666666667,0.6250000000000002,0.34043832215596515,0.13159546001203015,0.1065327069719962,0.17304567723955583,0.3117838221377909,0.5679523831920577,2.4927582211744697,0.7471894191300944,0.1481755469030404,Popular
Jennifer Grey,11,3,8.0,0.7500000000000002,0.7187031245514819,0.9852338979569509,0.1064780560336991,0.20332414384162117,0.606370385755609,0.2668488513871552,4.251837687306294,0.18735513535321455,0.6724699963108189,Star
Rick Fox,11,3,8.0,0.7500000000000002,0.7187031245514819,0.31361598170090277,0.1060792548533215,0.10603547018104972,0.1619045636230082,0.6293681251532258,-0.07693496761067539,0.25636212059554053,0.23058377709296154,Average
Kurt Warner,11,3,7.666666666666667,0.6250000000000002,0.34043832215596515,-0.2756661736616638,0.1076080799002346,0.12115441614369783,0.1937555236579425,0.61278300419725,0.521367189835948,0.32250552388784715,-0.11693793773951913,Average
Margaret Cho,11,3,6.0,0.0,-1.5508856898216206,-1.115575546895096,0.0161735277089181,0.0717381331767935,0.1006152390782515,0.4521703449050808,-4.11260525171464,0.059015775169245395,-0.6406500748663402,Average
Brandy,11,3,8.0,0.7500000000000002,0.7187031245514819,0.8881521511616951,0.1076381402440591,0.128309897470437,0.228993744356392,0.6204382607266348,0.7924793612878206,0.12984832074654987,0.5842152496851918,Skilled
The Situation,11,3,6.666666666666667,0.25000000000000017,-0.7943560850305861,-0.9805271630250789,0.1150579194843796,0.08462782098959332,0.1150579194843796,0.5751283020592688,-2.0754164401597253,0.0783208640055531,-0.55446516941921,Average
Audrina Patridge,11,3,8.666666666666666,1.0,1.4752327293425154,0.6240039391481477,0.1054385605535836,0.0936268054709073,0.1340266403911059,0.6148130446928205,-0.5971730944503935,0.12931808849143447,0.41185308567725154,Skilled
Bristol Palin,11,3,6.333333333333333,0.12499999999999992,-1.1726208874261037,-0.8609887590108766,0.1182081152065833,0.16777788187028736,0.3239020960749461,0.5656199929101848,1.7020903676412762,0.17458880793046658,-0.44948210265841093,Popular
Florence Henderson,11,4,5.833333333333333,0.24999999999999986,-0.5403037688383087,-0.5074975165018247,0.1258697371153758,0.08895780146004921,0.1258697371153758,0.585121206064,-1.1517906583977535,0.14643319362406318,-0.26891538931707515,Average
