celebrity,season,week,judge_score,judge_percent,fan_percent_mean,fan_percent_std,is_exited,exit_week,final_rank,placement,n_valid_samples
Lance Bass,7,6,9.0,0.16874999999999998,0.15623124713944822,0.12945937992876916,False,10.0,3.0,3.0,3813
Brooke Burke,7,6,8.666666666666666,0.16249999999999998,0.15859713534709405,0.13370916499570365,False,10.0,1.0,1.0,3813
Susan Lucci,7,7,8.0,0.16326530612244897,0.030379514544551595,0.0238516034779459,True,7.0,,6.0,1737
Cody Linley,7,7,7.333333333333333,0.14965986394557823,0.21149274539101712,0.13571160481682448,False,9.0,,4.0,1737
Maurice Greene,7,7,8.333333333333334,0.17006802721088438,0.18958214495167017,0.13988744991613977,False,8.0,,5.0,1737
Warren Sapp,7,7,7.0,0.14285714285714285,0.21750162165264011,0.13754560402633456,False,10.0,2.0,2.0,1737
Lance Bass,7,7,8.333333333333334,0.17006802721088438,0.18521963256729604,0.13586694913959857,False,10.0,3.0,3.0,1737
Brooke Burke,7,7,10.0,0.20408163265306123,0.16582434089282544,0.13562914244063598,False,10.0,1.0,1.0,1737
Cody Linley,7,8,8.0,0.18823529411764706,0.2544935900514206,0.16523670430339027,False,9.0,,4.0,2446
Maurice Greene,7,8,8.0,0.18823529411764706,0.04204245922770169,0.03402355596112566,True,8.0,,5.0,2446
Warren Sapp,7,8,9.0,0.21176470588235294,0.22579990014951265,0.16102481225113466,False,10.0,2.0,2.0,2446
Lance Bass,7,8,8.333333333333334,0.19607843137254904,0.2471346691259655,0.1660402407483441,False,10.0,3.0,3.0,2446
Brooke Burke,7,8,9.166666666666666,0.2156862745098039,0.23052938144539908,0.16455687727231957,False,10.0,1.0,1.0,2446
Cody Linley,7,9,7.666666666666667,0.22885572139303484,0.06828977086140971,0.05189535885196092,True,9.0,,4.0,3148
Warren Sapp,7,9,8.166666666666666,0.24378109452736316,0.3196938942340163,0.1913692485774231,False,10.0,2.0,2.0,3148
Lance Bass,7,9,9.5,0.2835820895522388,0.2967217032210331,0.19133137095278435,False,10.0,3.0,3.0,3148
Brooke Burke,7,9,8.166666666666666,0.24378109452736316,0.3152946316835396,0.19020114494146745,False,10.0,1.0,1.0,3148
Warren Sapp,7,10,9.166666666666666,0.3235294117647059,0.2840422684630699,0.10484841219611603,False,10.0,2.0,2.0,1837
Lance Bass,7,10,9.166666666666666,0.3235294117647059,0.1123696701677165,0.07958615174466685,False,10.0,3.0,3.0,1837
Brooke Burke,7,10,10.0,0.35294117647058826,0.6035880613692135,0.14426912772859243,False,10.0,1.0,1.0,1837
Gilles Marini,8,1,8.0,0.09876543209876543,0.07566936508225991,0.06979947118114241,False,11.0,2.0,2.0,10000
Denise Richards,8,1,6.0,0.07407407407407407,0.07740061539147901,0.07111111620223243,False,3.0,,12.0,10000
David Alan Grier,8,1,6.333333333333333,0.07818930041152262,0.07786159874635293,0.0716561287706473,False,5.0,,9.0,10000
Lawrence Taylor,8,1,5.333333333333333,0.06584362139917695,0.07522693363403114,0.0697835933453464,False,7.0,,7.0,10000
Ty Murray,8,1,4.666666666666667,0.05761316872427984,0.07699701531906547,0.07073985438364358,False,10.0,,4.0,10000
Shawn Johnson,8,1,7.666666666666667,0.09465020576131687,0.07708363759083918,0.07122072206909223,False,11.0,1.0,1.0,10000
Steve Wozniak,8,1,4.333333333333333,0.053497942386831275,0.07788402930206376,0.07220996476025245,False,4.0,,10.0,10000
Belinda Carlisle,8,1,5.666666666666667,0.06995884773662552,0.07754833774913263,0.07274475430833517,False,2.0,,13.0,10000
Chuck Wicks,8,1,6.666666666666667,0.0823045267489712,0.07611547953022041,0.07039777461094422,False,8.0,,6.0,10000
Lil' Kim,8,1,7.0,0.08641975308641975,0.0761772348172065,0.07070556889941715,False,9.0,,5.0,10000
Steve-O,8,1,5.666666666666667,0.06995884773662552,0.07813502894969633,0.07255873962016327,False,6.0,,8.0,10000
Holly Madison,8,1,6.0,0.07407407407407407,0.07643575616404523,0.0699819854312132,False,4.0,,11.0,10000
Melissa Rycroft,8,1,7.666666666666667,0.09465020576131687,0.07746496772360897,0.07049614494640882,False,11.0,3.0,3.0,10000
Gilles Marini,8,2,9.0,0.10188679245283018,0.08086019932035927,0.07472077101038127,False,11.0,2.0,2.0,1116
Denise Richards,8,2,7.0,0.07924528301886792,0.08219584252953545,0.07346873681004702,False,3.0,,12.0,1116
David Alan Grier,8,2,5.666666666666667,0.06415094339622641,0.0892276701171291,0.06953256275667691,False,5.0,,9.0,1116
Lawrence Taylor,8,2,6.666666666666667,0.07547169811320754,0.0803730849474748,0.073217147998471,False,7.0,,7.0,1116
Ty Murray,8,2,6.666666666666667,0.07547169811320754,0.07618511282178819,0.06722863580191764,False,10.0,,4.0,1116
Shawn Johnson,8,2,8.0,0.09056603773584905,0.07336227404444123,0.06846186095584343,False,11.0,1.0,1.0,1116
Steve Wozniak,8,2,5.666666666666667,0.06415094339622641,0.09060139456914298,0.07255474230823339,False,4.0,,10.0,1116
Belinda Carlisle,8,2,6.0,0.06792452830188679,0.008597646229880428,0.007429024057461702,True,2.0,,13.0,1116
Chuck Wicks,8,2,6.666666666666667,0.07547169811320754,0.07901240833493312,0.07003107068500403,False,8.0,,6.0,1116
Lil' Kim,8,2,7.666666666666667,0.08679245283018867,0.07345170262319596,0.06918646938192341,False,9.0,,5.0,1116
Steve-O,8,2,4.666666666666667,0.05283018867924528,0.10119584859178743,0.06877533275780169,False,6.0,,8.0,1116
Holly Madison,8,2,6.0,0.06792452830188679,0.08627725188829903,0.07082502669698269,False,4.0,,11.0,1116
Melissa Rycroft,8,2,8.666666666666666,0.09811320754716979,0.07865956398203282,0.07100621689898583,False,11.0,3.0,3.0,1116
Gilles Marini,8,3,9.0,0.10629921259842519,0.0807472659741483,0.07444185891248563,False,11.0,2.0,2.0,1578
Denise Richards,8,3,5.333333333333333,0.06299212598425197,0.01378573802892619,0.01084600621454205,True,3.0,,12.0,1578
David Alan Grier,8,3,8.0,0.09448818897637795,0.08156291444663934,0.07317238316936221,False,5.0,,9.0,1578
Lawrence Taylor,8,3,6.666666666666667,0.07874015748031496,0.08871580631145656,0.07893908927499228,False,7.0,,7.0,1578
Ty Murray,8,3,7.666666666666667,0.0905511811023622,0.08614317718340747,0.07659834203899045,False,10.0,,4.0,1578
Shawn Johnson,8,3,9.0,0.10629921259842519,0.07985518536633508,0.07295523463545112,False,11.0,1.0,1.0,1578
Steve Wozniak,8,3,3.3333333333333335,0.03937007874015748,0.1189567419364035,0.07588865343351295,False,4.0,,10.0,1578
Chuck Wicks,8,3,7.666666666666667,0.0905511811023622,0.08436659597550686,0.07653327302753407,False,8.0,,6.0,1578
Lil' Kim,8,3,8.333333333333334,0.0984251968503937,0.08449657131509843,0.07623942718252905,False,9.0,,5.0,1578
Steve-O,8,3,5.0,0.05905511811023622,0.10247113406853776,0.0800532304156094,False,6.0,,8.0,1578
Holly Madison,8,3,5.666666666666667,0.06692913385826772,0.09454889049697184,0.07739649392915128,False,4.0,,11.0,1578
Melissa Rycroft,8,3,9.0,0.10629921259842519,0.0843499788965689,0.07887062432348815,False,11.0,3.0,3.0,1578
Gilles Marini,8,4,10.0,0.12396694214876035,0.0963546075458412,0.08656095451099535,False,11.0,2.0,2.0,388
David Alan Grier,8,4,7.333333333333333,0.09090909090909091,0.10678761645954502,0.08829312468678903,False,5.0,,9.0,388
Lawrence Taylor,8,4,6.333333333333333,0.07851239669421488,0.11144544612394769,0.08792985406915416,False,7.0,,7.0,388
Ty Murray,8,4,8.333333333333334,0.10330578512396696,0.0936415843675083,0.07905885191331903,False,10.0,,4.0,388
Shawn Johnson,8,4,8.333333333333334,0.10330578512396696,0.10475804962569717,0.09186269616777791,False,11.0,1.0,1.0,388
Steve Wozniak,8,4,4.0,0.04958677685950414,0.04593856061088553,0.014906387142804503,True,4.0,,10.0,388
Chuck Wicks,8,4,7.333333333333333,0.09090909090909091,0.10552364642085763,0.0837688948156964,False,8.0,,6.0,388
Lil' Kim,8,4,9.0,0.11157024793388431,0.09862526379593363,0.08849578061022484,False,9.0,,5.0,388
Steve-O,8,4,5.0,0.061983471074380174,0.13354010220373425,0.09056368787781194,False,6.0,,8.0,388
Holly Madison,8,4,5.333333333333333,0.06611570247933884,0.013670867025248487,0.011387918587987336,True,4.0,,11.0,388
Melissa Rycroft,8,4,9.666666666666666,0.11983471074380166,0.08971425582080068,0.08780699007266393,False,11.0,3.0,3.0,388
Gilles Marini,8,5,9.666666666666666,0.13809523809523808,0.11258351960154157,0.09919057313554862,False,11.0,2.0,2.0,1288
David Alan Grier,8,5,7.333333333333333,0.10476190476190476,0.014805828981325254,0.01206319343840754,True,5.0,,9.0,1288
Lawrence Taylor,8,5,6.666666666666667,0.09523809523809525,0.13703726022513213,0.10014596160918982,False,7.0,,7.0,1288
Ty Murray,8,5,7.0,0.1,0.13037783801459907,0.09797493412558536,False,10.0,,4.0,1288
Shawn Johnson,8,5,8.666666666666666,0.1238095238095238,0.10920418362846131,0.09158935519737307,False,11.0,1.0,1.0,1288
Chuck Wicks,8,5,7.666666666666667,0.10952380952380952,0.11420388587295895,0.09190555268227406,False,8.0,,6.0,1288
Lil' Kim,8,5,8.666666666666666,0.1238095238095238,0.11681025856704566,0.0971425841269526,False,9.0,,5.0,1288
Steve-O,8,5,6.0,0.08571428571428572,0.14791316147074712,0.0992087254536742,False,6.0,,8.0,1288
Melissa Rycroft,8,5,8.333333333333334,0.11904761904761905,0.11706406363818907,0.10136585796693416,False,11.0,3.0,3.0,1288
Gilles Marini,8,6,8.666666666666666,0.13978494623655913,0.13485078501664682,0.11507959265430763,False,11.0,2.0,2.0,3296
Lawrence Taylor,8,6,7.333333333333333,0.11827956989247311,0.14068028254450857,0.1171200667776547,False,7.0,,7.0,3296
Ty Murray,8,6,6.0,0.0967741935483871,0.1545155143971807,0.11437684434058842,False,10.0,,4.0,3296
Shawn Johnson,8,6,8.666666666666666,0.13978494623655913,0.1373760606368421,0.11860526549640267,False,11.0,1.0,1.0,3296
Chuck Wicks,8,6,7.666666666666667,0.12365591397849462,0.13773979187559945,0.1169080954850401,False,8.0,,6.0,3296
Lil' Kim,8,6,9.333333333333334,0.15053763440860216,0.13264298585931164,0.11426370109347427,False,9.0,,5.0,3296
Steve-O,8,6,5.333333333333333,0.08602150537634408,0.030255574427855366,0.0213197109578884,True,6.0,,8.0,3296
Melissa Rycroft,8,6,9.0,0.14516129032258066,0.1319390052420555,0.11309080842867544,False,11.0,3.0,3.0,3296
Gilles Marini,8,7,9.0,0.14835164835164835,0.15868924486459873,0.12563321782697306,False,11.0,2.0,2.0,2952
Lawrence Taylor,8,7,7.0,0.11538461538461539,0.029245120486035062,0.022156053066922636,True,7.0,,7.0,2952
Ty Murray,8,7,8.0,0.13186813186813187,0.16997468024372586,0.13013130773036732,False,10.0,,4.0,2952
Shawn Johnson,8,7,9.333333333333334,0.15384615384615385,0.15834043949256768,0.1299922710385326,False,11.0,1.0,1.0,2952
Chuck Wicks,8,7,9.0,0.14835164835164835,0.1629775244249575,0.13173439911740867,False,8.0,,6.0,2952
Lil' Kim,8,7,8.666666666666666,0.14285714285714285,0.1606427793055058,0.13037725251612803,False,9.0,,5.0,2952
Melissa Rycroft,8,7,9.666666666666666,0.15934065934065933,0.16013021118260862,0.13207755676758734,False,11.0,3.0,3.0,2952
Gilles Marini,8,8,9.166666666666666,0.17628205128205127,0.18566893005317897,0.13946204249904337,False,11.0,2.0,2.0,1750
Ty Murray,8,8,8.666666666666666,0.16666666666666666,0.19350784225320325,0.13870809970604278,False,10.0,,4.0,1750
Shawn Johnson,8,8,8.666666666666666,0.16666666666666666,0.1959847719231167,0.14011153488017575,False,11.0,1.0,1.0,1750
Chuck Wicks,8,8,8.5,0.16346153846153846,0.028919637449607905,0.02381891810538725,True,8.0,,6.0,1750
Lil' Kim,8,8,9.333333333333334,0.1794871794871795,0.18453979732035233,0.14036117466496476,False,9.0,,5.0,1750
Melissa Rycroft,8,8,7.666666666666667,0.14743589743589744,0.2113790210005406,0.139494569506286,False,11.0,3.0,3.0,1750
Gilles Marini,8,9,9.333333333333334,0.20973782771535582,0.23706119027656689,0.16493933622009369,False,11.0,2.0,2.0,2141
Ty Murray,8,9,7.666666666666667,0.17228464419475656,0.2693277614832559,0.16152979713648466,False,10.0,,4.0,2141
Shawn Johnson,8,9,9.333333333333334,0.20973782771535582,0.23497183031931276,0.16350352928460854,False,11.0,1.0,1.0,2141
Lil' Kim,8,9,8.666666666666666,0.19475655430711608,0.04211915155588314,0.033258382203037284,True,9.0,,5.0,2141
Melissa Rycroft,8,9,9.5,0.21348314606741572,0.21652006636498136,0.15474411483823103,False,11.0,3.0,3.0,2141
Gilles Marini,8,10,10.0,0.273972602739726,0.3004024448215155,0.19690783442064858,False,11.0,2.0,2.0,3464
Ty Murray,8,10,8.0,0.2191780821917808,0.0735971067588581,0.05385269111302328,True,10.0,,4.0,3464
Shawn Johnson,8,10,9.333333333333334,0.25570776255707767,0.31169921313730986,0.19775425601637386,False,11.0,1.0,1.0,3464
Melissa Rycroft,8,10,9.166666666666666,0.2511415525114155,0.31430123528231724,0.1983040722941411,False,11.0,3.0,3.0,3464
Gilles Marini,8,11,9.666666666666666,0.33142857142857146,0.2789842835448612,0.1051777532421875,False,11.0,2.0,2.0,1719
Shawn Johnson,8,11,10.0,0.34285714285714286,0.6035792538281585,0.1453089830898651,False,11.0,1.0,1.0,1719
Melissa Rycroft,8,11,9.5,0.32571428571428573,0.11743646262698094,0.08063010841911954,False,11.0,3.0,3.0,1719
Ashley Hamiliton,9,1,6.3333,0.04679796767671991,0.007530406700256495,0.006032509669256826,True,1.0,,16.0,249
Debi Mazar,9,1,7.333333333333333,0.05418740566465287,0.07267702605868898,0.06477307412622717,False,3.0,,12.0,249
Melissa Joan Hart,9,1,8.0,0.059113533452348585,0.0705333973304851,0.06037236098917863,False,6.0,,9.0,249
Mark Dacascos,9,1,9.6666,0.07142836030880911,0.06394476803532784,0.05872749402331073,False,7.0,,6.0,249
Chuck Liddell,9,1,7.333333333333333,0.05418740566465287,0.07748164011567736,0.06325392569146072,False,4.0,,11.0,249
Natalie Coughlin,9,1,8.999933333333333,0.06650223252111338,0.0670160644513836,0.062347308156609174,False,5.0,,10.0,249
Louie Vito,9,1,8.999933333333333,0.06650223252111338,0.0650152942160342,0.0604184932014054,False,6.0,,8.0,249
Michael Irvin,9,1,6.333333333333333,0.046798213983109294,0.07980655913782178,0.061127931358497256,False,7.0,,7.0,249
Joanna Krupa,9,1,11.3333,0.08374392608443777,0.06738112505998961,0.06066339348189025,False,9.0,,4.0,249
Kathy Ireland,9,1,6.666633333333333,0.04926103157056777,0.07514312807710388,0.05374336603249355,False,2.0,,14.0,249
Tom DeLay,9,1,6.666633333333333,0.04926103157056777,0.07968999134483382,0.06172977869823008,False,3.0,,13.0,249
Macy Gray,9,1,6.3333,0.04679796767671991,0.01606317180239696,0.007065123978292149,True,1.0,,15.0,249
Aaron Carter,9,1,10.666633333333332,0.07881779829674204,0.06723958176787706,0.06231072595695536,False,8.0,,5.0,249
Mya,9,1,10.3333,0.0763547344028942,0.062682359037087,0.05769759397106919,False,10.0,2.0,2.0,249
Donny Osmond,9,1,9.999966666666666,0.07389167050904634,0.06443705883961831,0.05900447638598505,False,10.0,1.0,1.0,249
Kelly Osbourne,9,1,10.333266666666667,0.07635448809650482,0.06335842802541812,0.061821274625944556,False,10.0,3.0,3.0,249
Debi Mazar,9,2,7.0,0.07142857142857144,0.07525028465457484,0.06690342937145573,False,3.0,,12.0,1498
Melissa Joan Hart,9,2,6.333333333333333,0.06462585034013606,0.08085099195853329,0.07022717997597397,False,6.0,,9.0,1498
Mark Dacascos,9,2,7.0,0.07142857142857144,0.0786230626172851,0.06943213800651066,False,7.0,,6.0,1498
Chuck Liddell,9,2,6.333333333333333,0.06462585034013606,0.07581283096596199,0.06717197744645242,False,4.0,,11.0,1498
Natalie Coughlin,9,2,7.0,0.07142857142857144,0.07562702416714728,0.06683945406334107,False,5.0,,10.0,1498
Louie Vito,9,2,6.333333333333333,0.06462585034013606,0.07807424669725542,0.06933714866731412,False,6.0,,8.0,1498
Michael Irvin,9,2,6.666666666666667,0.06802721088435375,0.07684388806292959,0.06877611108529558,False,7.0,,7.0,1498
Joanna Krupa,9,2,6.666666666666667,0.06802721088435375,0.07195549321394472,0.06344492345275099,False,9.0,,4.0,1498
Kathy Ireland,9,2,6.0,0.06122448979591837,0.008117763109088969,0.006522968889502354,True,2.0,,14.0,1498
Tom DeLay,9,2,6.0,0.06122448979591837,0.08018792074526734,0.06554961910329436,False,3.0,,13.0,1498
Aaron Carter,9,2,9.0,0.09183673469387757,0.07305865973749592,0.06595023557294534,False,8.0,,5.0,1498
Mya,9,2,9.0,0.09183673469387757,0.07272489442340363,0.0682116928362154,False,10.0,2.0,2.0,1498
Donny Osmond,9,2,8.333333333333334,0.0850340136054422,0.07318094036304747,0.07092895257452039,False,10.0,1.0,1.0,1498
Kelly Osbourne,9,2,6.333333333333333,0.06462585034013606,0.07969199928406424,0.07131401105565023,False,10.0,3.0,3.0,1498
Debi Mazar,9,3,5.666666666666667,0.06589147286821706,0.014537339741113809,0.00939897568425318,True,3.0,,12.0,311
Melissa Joan Hart,9,3,6.333333333333333,0.07364341085271317,0.08698400570914958,0.07269308629477404,False,6.0,,9.0,311
Mark Dacascos,9,3,6.0,0.06976744186046512,0.09297664681208871,0.07416089480659213,False,7.0,,6.0,311
Chuck Liddell,9,3,5.666666666666667,0.06589147286821706,0.09683812803875522,0.07263839431354692,False,4.0,,11.0,311
Natalie Coughlin,9,3,8.666666666666666,0.10077519379844961,0.08887410903983609,0.08267766747001824,False,5.0,,10.0,311
Louie Vito,9,3,6.666666666666667,0.07751937984496124,0.08378973660893692,0.0696429335474019,False,6.0,,8.0,311
Michael Irvin,9,3,4.666666666666667,0.054263565891472874,0.11145007329068862,0.0770401137301879,False,7.0,,7.0,311
Joanna Krupa,9,3,7.666666666666667,0.08914728682170543,0.08123658588840219,0.07800209550353453,False,9.0,,4.0,311
Tom DeLay,9,3,5.0,0.05813953488372093,0.010535626300143028,0.00775874024681819,True,3.0,,13.0,311
Aaron Carter,9,3,7.0,0.08139534883720931,0.08264436594766479,0.07366389981533567,False,8.0,,5.0,311
Mya,9,3,9.0,0.10465116279069768,0.07986470855550924,0.07065042911382054,False,10.0,2.0,2.0,311
Donny Osmond,9,3,7.0,0.08139534883720931,0.08203842236627679,0.0735484056472967,False,10.0,1.0,1.0,311
Kelly Osbourne,9,3,6.666666666666667,0.07751937984496124,0.08823025170143498,0.07540561213295884,False,10.0,3.0,3.0,311
Melissa Joan Hart,9,4,9.333333333333334,0.11570247933884298,0.08974977797153631,0.08304801869115432,False,6.0,,9.0,1952
Mark Dacascos,9,4,7.333333333333333,0.0909090909090909,0.09788203086986923,0.08883855539715836,False,7.0,,6.0,1952
Chuck Liddell,9,4,5.666666666666667,0.07024793388429752,0.015328087754984508,0.011709493141899903,True,4.0,,11.0,1952
Natalie Coughlin,9,4,8.0,0.09917355371900825,0.09627852347469017,0.08471971062310643,False,5.0,,10.0,1952
Louie Vito,9,4,5.333333333333333,0.06611570247933883,0.10880023177032405,0.082720842547953,False,6.0,,8.0,1952
Michael Irvin,9,4,5.333333333333333,0.06611570247933883,0.11209360941061935,0.08476585340307258,False,7.0,,7.0,1952
Joanna Krupa,9,4,8.666666666666666,0.10743801652892561,0.09298810175456022,0.08210203994781146,False,9.0,,4.0,1952
Aaron Carter,9,4,6.0,0.0743801652892562,0.10431704829059109,0.08552282789885886,False,8.0,,5.0,1952
Mya,9,4,9.333333333333334,0.11570247933884298,0.09506836995796389,0.08632316355914667,False,10.0,2.0,2.0,1952
Donny Osmond,9,4,8.0,0.09917355371900825,0.0940875422675185,0.08455401762886436,False,10.0,1.0,1.0,1952
Kelly Osbourne,9,4,7.666666666666667,0.09504132231404959,0.0934066764773425,0.0837969488882819,False,10.0,3.0,3.0,1952
Melissa Joan Hart,9,5,7.666666666666667,0.09504132231404959,0.11197220257947416,0.08949257055705051,False,6.0,,9.0,1540
Mark Dacascos,9,5,8.666666666666666,0.10743801652892561,0.1032515472232402,0.08991318756131758,False,7.0,,6.0,1540
Natalie Coughlin,9,5,7.333333333333333,0.0909090909090909,0.01299164793058243,0.0107191961273741,True,5.0,,10.0,1540
Louie Vito,9,5,7.333333333333333,0.0909090909090909,0.11934154425828662,0.09585847163025499,False,6.0,,8.0,1540
Michael Irvin,9,5,7.0,0.08677685950413222,0.11985240110705307,0.09151992838841796,False,7.0,,7.0,1540
Joanna Krupa,9,5,8.0,0.09917355371900825,0.1029994849400133,0.08934069092975162,False,9.0,,4.0,1540
Aaron Carter,9,5,8.0,0.09917355371900825,0.10808947664093302,0.09162951388377082,False,8.0,,5.0,1540
Mya,9,5,9.0,0.11157024793388429,0.1037329080724324,0.0893625156750286,False,10.0,2.0,2.0,1540
Donny Osmond,9,5,9.666666666666666,0.11983471074380164,0.10735962033570473,0.093212503070356,False,10.0,1.0,1.0,1540
Kelly Osbourne,9,5,8.0,0.09917355371900825,0.11040916691228017,0.0944056931157872,False,10.0,3.0,3.0,1540
Melissa Joan Hart,9,6,7.9999666666666664,0.0923076272187096,0.01614119363971363,0.01423730408288243,True,6.0,,9.0,372
Mark Dacascos,9,6,10.666666666666666,0.12307734911390075,0.13037242558800366,0.1023192500904265,False,7.0,,6.0,372
Louie Vito,9,6,8.0,0.09230801183542557,0.03438406792945616,0.018236539696543663,True,6.0,,8.0,372
Michael Irvin,9,6,7.333266666666667,0.08461490828237482,0.15537975959480377,0.10058336494044355,False,7.0,,7.0,372
Joanna Krupa,9,6,11.999966666666666,0.13846163313642237,0.11863749936923802,0.10172913284744452,False,9.0,,4.0,372
Aaron Carter,9,6,10.999933333333333,0.1269227470402782,0.13059645863444486,0.11551770326913924,False,8.0,,5.0,372
Mya,9,6,11.0,0.12692351627371015,0.12585952181682314,0.10505481256780677,False,10.0,2.0,2.0,372
Donny Osmond,9,6,10.3333,0.11923079733737538,0.131304523840966,0.10430863035168036,False,10.0,1.0,1.0,372
Kelly Osbourne,9,6,8.333266666666667,0.09615340976180302,0.15732454958655076,0.11102657886351248,False,10.0,3.0,3.0,372
Mark Dacascos,9,7,7.166666666666667,0.12250712250712252,0.058230221074534606,0.02578935995402129,True,7.0,,6.0,368
Michael Irvin,9,7,7.833333333333333,0.1339031339031339,0.02137524956811468,0.017292057050193894,True,7.0,,7.0,368
Joanna Krupa,9,7,9.166666666666666,0.1566951566951567,0.1781223512100742,0.1345178472329824,False,9.0,,4.0,368
Aaron Carter,9,7,8.833333333333334,0.15099715099715103,0.18460631310376877,0.12590606379689342,False,8.0,,5.0,368
Mya,9,7,8.166666666666666,0.1396011396011396,0.19500605317689426,0.12925509755633813,False,10.0,2.0,2.0,368
Donny Osmond,9,7,8.666666666666666,0.14814814814814817,0.18718548239004915,0.12975033084772505,False,10.0,1.0,1.0,368
Kelly Osbourne,9,7,8.666666666666666,0.14814814814814817,0.1754743294765641,0.11920402072604291,False,10.0,3.0,3.0,368
Joanna Krupa,9,8,8.666666666666666,0.19847328244274806,0.2402390405478865,0.1639596968290311,False,9.0,,4.0,2356
Aaron Carter,9,8,8.333333333333334,0.19083969465648853,0.04271193104842595,0.033984571223799866,True,8.0,,5.0,2356
Mya,9,8,9.833333333333334,0.22519083969465647,0.22286598933674417,0.160335925831682,False,10.0,2.0,2.0,2356
Donny Osmond,9,8,8.333333333333334,0.19083969465648853,0.24569233554958275,0.15820283020164613,False,10.0,1.0,1.0,2356
Kelly Osbourne,9,8,8.5,0.1946564885496183,0.2484907035173612,0.16234869786337713,False,10.0,3.0,3.0,2356
Joanna Krupa,9,9,9.0,0.25312587012017856,0.06104392936658305,0.04779887072870693,True,9.0,,4.0,2339
Mya,9,9,9.666633333333333,0.27187499707030244,0.2929068014666606,0.18060545197705533,False,10.0,2.0,2.0,2339
Donny Osmond,9,9,8.2222,0.23125016992245914,0.32313312366657393,0.17590677421238723,False,10.0,1.0,1.0,2339
Kelly Osbourne,9,9,8.6666,0.24374896288705994,0.32291614550018305,0.18107469979140037,False,10.0,3.0,3.0,2339
Mya,9,10,9.4444,0.3432030932030932,0.26309830956530234,0.11191668659608592,False,10.0,2.0,2.0,1939
Donny Osmond,9,10,9.6666,0.35127769056340485,0.6175118202046012,0.152329327719543,False,10.0,1.0,1.0,1939
Kelly Osbourne,9,10,8.4074,0.305519216233502,0.11938987023009631,0.08620394438989824,False,10.0,3.0,3.0,1939
Aiden Turner,10,1,5.0,0.07177033492822966,0.09061920697696958,0.08287751472452089,False,4.0,,9.0,10000
Shannen Doherty,10,1,6.0,0.08612440191387559,0.09149141765904335,0.0825622352023264,False,2.0,,11.0,10000
Niecy Nash,10,1,6.0,0.08612440191387559,0.09192089406092725,0.08413729999948,False,8.0,,5.0,10000
Buzz Aldrin,10,1,4.666666666666667,0.06698564593301436,0.0915891285154337,0.08379427045011359,False,3.0,,10.0,10000
Chad Ochocinco,10,1,6.0,0.08612440191387559,0.0906668141803379,0.08050670681741505,False,9.0,,4.0,10000
Evan Lysacek,10,1,7.666666666666667,0.11004784688995214,0.09134781489435262,0.08301371881639999,False,10.0,2.0,2.0,10000
Pamela Anderson,10,1,7.0,0.10047846889952153,0.09182352912962356,0.08336827035502481,False,7.0,,6.0,10000
Nicole Scherzinger,10,1,8.333333333333334,0.11961722488038277,0.08959531672305197,0.08327070523415647,False,10.0,1.0,1.0,10000
Erin Andrews,10,1,7.0,0.10047846889952153,0.09097750402756091,0.08190879256810475,False,10.0,3.0,3.0,10000
Kate Gosselin,10,1,5.333333333333333,0.07655502392344497,0.09057233766019944,0.08200676921290945,False,5.0,,8.0,10000
Jake Pavelka,10,1,6.666666666666667,0.09569377990430622,0.08939603617249972,0.08219486316193675,False,6.0,,7.0,10000
Aiden Turner,10,2,6.333333333333333,0.08636363636363636,0.09568618136721743,0.07513145449969381,False,4.0,,9.0,549
Shannen Doherty,10,2,6.666666666666667,0.09090909090909093,0.010081793685124832,0.008534495192770053,True,2.0,,11.0,549
Niecy Nash,10,2,7.0,0.09545454545454546,0.09379316483189405,0.07691200079164033,False,8.0,,5.0,549
Buzz Aldrin,10,2,4.0,0.05454545454545455,0.12965241443806225,0.07472607656011591,False,3.0,,10.0,549
Chad Ochocinco,10,2,5.333333333333333,0.07272727272727272,0.11316270441689026,0.07507902600784926,False,9.0,,4.0,549
Evan Lysacek,10,2,8.0,0.1090909090909091,0.0888762680185644,0.07969221152392801,False,10.0,2.0,2.0,549
Pamela Anderson,10,2,7.333333333333333,0.1,0.09009328779841896,0.07284506266752849,False,7.0,,6.0,549
Nicole Scherzinger,10,2,9.333333333333334,0.1272727272727273,0.08019455343078205,0.07267930661870296,False,10.0,1.0,1.0,549
Erin Andrews,10,2,7.666666666666667,0.10454545454545455,0.0866662691322143,0.08056301078340933,False,10.0,3.0,3.0,549
Kate Gosselin,10,2,5.0,0.06818181818181819,0.11637933140774746,0.07727148906240738,False,5.0,,8.0,549
Jake Pavelka,10,2,6.666666666666667,0.09090909090909093,0.09541403147308414,0.07727501754586459,False,6.0,,7.0,549
Aiden Turner,10,3,6.666666666666667,0.09852216748768472,0.11133252167583753,0.0972582663433201,False,4.0,,9.0,3395
Niecy Nash,10,3,7.0,0.10344827586206896,0.1040998815854451,0.09318573812052422,False,8.0,,5.0,3395
Buzz Aldrin,10,3,4.333333333333333,0.06403940886699507,0.023746659117359726,0.016420263573147794,True,3.0,,10.0,3395
Chad Ochocinco,10,3,6.666666666666667,0.09852216748768472,0.10656735897581815,0.0935597319692682,False,9.0,,4.0,3395
Evan Lysacek,10,3,8.666666666666666,0.12807881773399013,0.10701075761788664,0.0980422536397213,False,10.0,2.0,2.0,3395
