season,week,name,judge_sum,is_eliminated,judge_val,mode,est_fan_percent
9,10,Aaron Carter,0.0,0,0.0,percent,0.0625
9,1,Mya,30.999899999999997,0,0.07635473440289418,percent,0.06696916890351563
9,2,Mya,27.0,0,0.09183673469387756,percent,0.06206958489143879
9,3,Mya,27.0,0,0.10465116279069768,percent,0.054964716048084554
9,4,Mya,28.0,0,0.11570247933884298,percent,0.06451612903225806
9,5,Mya,27.0,0,0.1115702479338843,percent,0.06451612903225806
9,6,Mya,33.0,0,0.12692351627371018,percent,0.06451612903225806
9,7,Mya,24.5,0,0.1396011396011396,percent,0.06451612903225806
9,8,Mya,29.5,0,0.22519083969465647,percent,0.06451612903225806
9,9,Mya,28.9999,0,0.27187499707030244,percent,0.06451612903225806
9,10,Mya,28.333199999999998,0,0.34320309320309317,percent,0.0625
9,1,Donny Osmond,29.999899999999997,0,0.07389167050904633,percent,0.06431748037965224
9,2,Donny Osmond,25.0,0,0.08503401360544217,percent,0.04944376873907237
9,3,Donny Osmond,21.0,0,0.08139534883720931,percent,0.054180647104523735
9,4,Donny Osmond,24.0,0,0.09917355371900827,percent,0.06451612903225806
9,5,Donny Osmond,29.0,0,0.11983471074380166,percent,0.06451612903225806
9,6,Donny Osmond,30.999899999999997,0,0.11923079733737539,percent,0.06451612903225806
9,7,Donny Osmond,26.0,0,0.14814814814814814,percent,0.06451612903225806
9,8,Donny Osmond,25.0,0,0.19083969465648856,percent,0.06451612903225806
9,9,Donny Osmond,24.6666,0,0.23125016992245911,percent,0.06451612903225806
9,10,Donny Osmond,28.9998,0,0.35127769056340485,percent,0.0625
9,1,Kelly Osbourne,30.9998,0,0.07635448809650482,percent,0.06395863649957056
9,2,Kelly Osbourne,19.0,0,0.06462585034013606,percent,0.06046392362787164
9,3,Kelly Osbourne,20.0,0,0.07751937984496124,percent,0.06309077377622088
9,4,Kelly Osbourne,23.0,0,0.09504132231404959,percent,0.06451612903225806
9,5,Kelly Osbourne,24.0,0,0.09917355371900827,percent,0.06451612903225806
9,6,Kelly Osbourne,24.9998,0,0.09615340976180302,percent,0.06451612903225806
9,7,Kelly Osbourne,26.0,0,0.14814814814814814,percent,0.06451612903225806
9,8,Kelly Osbourne,25.5,0,0.1946564885496183,percent,0.06451612903225806
9,9,Kelly Osbourne,25.9998,0,0.24374896288705994,percent,0.06451612903225806
9,10,Kelly Osbourne,25.2222,0,0.305519216233502,percent,0.0625
10,1,Aiden Turner,15.0,0,0.07177033492822966,percent,0.09090909090909091
10,2,Aiden Turner,19.0,0,0.08636363636363636,percent,0.10401161199528865
10,3,Aiden Turner,20.0,0,0.09852216748768473,percent,0.0883801848935065
10,4,Aiden Turner,16.5,1,0.0889487870619946,percent,0.01248342609950462
10,5,Aiden Turner,0.0,0,0.0,percent,0.17158901670339743
10,6,Aiden Turner,0.0,0,0.0,percent,0.24618600499829268
10,7,Aiden Turner,0.0,0,0.0,percent,0.09523809523809523
10,8,Aiden Turner,0.0,0,0.0,percent,0.09523809523809523
10,9,Aiden Turner,0.0,0,0.0,percent,0.09523809523809523
10,10,Aiden Turner,0.0,0,0.0,percent,0.09090909090909091
10,1,Shannen Doherty,18.0,0,0.0861244019138756,percent,0.09090909090909091
10,2,Shannen Doherty,20.0,1,0.09090909090909091,percent,0.009367088721440995
10,3,Shannen Doherty,0.0,0,0.0,percent,0.17280429894014898
10,4,Shannen Doherty,0.0,0,0.0,percent,0.18205301221876236
10,5,Shannen Doherty,0.0,0,0.0,percent,0.17345960711721242
10,6,Shannen Doherty,0.0,0,0.0,percent,0.14552065004915787
10,7,Shannen Doherty,0.0,0,0.0,percent,0.09523809523809523
10,8,Shannen Doherty,0.0,0,0.0,percent,0.09523809523809523
10,9,Shannen Doherty,0.0,0,0.0,percent,0.09523809523809523
10,10,Shannen Doherty,0.0,0,0.0,percent,0.09090909090909091
10,1,Niecy Nash,18.0,0,0.0861244019138756,percent,0.09090909090909091
10,2,Niecy Nash,21.0,0,0.09545454545454546,percent,0.0866707062613985
10,3,Niecy Nash,21.0,0,0.10344827586206896,percent,0.09365445357744376
10,4,Niecy Nash,18.0,0,0.09703504043126684,percent,0.09205449125749479
10,5,Niecy Nash,18.0,0,0.10404624277456648,percent,0.0655884474849053
10,6,Niecy Nash,25.9998,0,0.12440137359311731,percent,0.03367063792286634
10,7,Niecy Nash,24.5,0,0.15755627009646303,percent,0.09523809523809523
10,8,Niecy Nash,21.5,1,0.16996047430830039,percent,0.047619047619047616
10,9,Niecy Nash,0.0,0,0.0,percent,0.09523809523809523
10,10,Niecy Nash,0.0,0,0.0,percent,0.09090909090909091
10,1,Buzz Aldrin,14.0,0,0.06698564593301436,percent,0.09090909090909091
10,2,Buzz Aldrin,12.0,0,0.05454545454545454,percent,0.13802679787356198
10,3,Buzz Aldrin,13.0,1,0.06403940886699508,percent,0.01995904742943015
10,4,Buzz Aldrin,0.0,0,0.0,percent,0.1696436837446602
10,5,Buzz Aldrin,0.0,0,0.0,percent,0.16207679459327998
10,6,Buzz Aldrin,0.0,0,0.0,percent,0.1761356077259253
10,7,Buzz Aldrin,0.0,0,0.0,percent,0.09523809523809523
10,8,Buzz Aldrin,0.0,0,0.0,percent,0.09523809523809523
10,9,Buzz Aldrin,0.0,0,0.0,percent,0.09523809523809523
10,10,Buzz Aldrin,0.0,0,0.0,percent,0.09090909090909091
10,1,Chad Ochocinco,18.0,0,0.0861244019138756,percent,0.09090909090909091
10,2,Chad Ochocinco,16.0,0,0.07272727272727272,percent,0.11390107127773173
10,3,Chad Ochocinco,20.0,0,0.09852216748768473,percent,0.08935571285426709
10,4,Chad Ochocinco,22.0,0,0.11859838274932614,percent,0.06822622409010155
10,5,Chad Ochocinco,18.0,0,0.10404624277456648,percent,0.06670820585010939
10,6,Chad Ochocinco,30.999899999999997,0,0.148325377166335,percent,0.11123535228036652
10,7,Chad Ochocinco,26.0,0,0.16720257234726688,percent,0.09523809523809523
10,8,Chad Ochocinco,22.5,0,0.17786561264822134,percent,0.09523809523809523
10,9,Chad Ochocinco,26.0,1,0.23008849557522124,percent,0.047619047619047616
10,10,Chad Ochocinco,0.0,0,0.0,percent,0.09090909090909091
10,1,Evan Lysacek,23.0,0,0.11004784688995216,percent,0.09090909090909091
10,2,Evan Lysacek,24.0,0,0.10909090909090909,percent,0.09624388672318525
10,3,Evan Lysacek,26.0,0,0.12807881773399016,percent,0.08939877592688696
10,4,Evan Lysacek,26.0,0,0.14016172506738545,percent,0.0653925386975433
10,5,Evan Lysacek,27.0,0,0.15606936416184972,percent,0.09366590304392386
10,6,Evan Lysacek,27.0,0,0.12918703555466454,percent,0.007677636526028268
10,7,Evan Lysacek,27.0,0,0.17363344051446947,percent,0.09523809523809523
10,8,Evan Lysacek,26.5,0,0.20948616600790515,percent,0.09523809523809523
10,9,Evan Lysacek,29.5,0,0.2610619469026549,percent,0.09523809523809523
10,10,Evan Lysacek,26.8887,0,0.325268368450467,percent,0.09090909090909091
10,1,Pamela Anderson,21.0,0,0.10047846889952153,percent,0.09090909090909091
10,2,Pamela Anderson,22.0,0,0.1,percent,0.09072610647818281
10,3,Pamela Anderson,21.0,0,0.10344827586206896,percent,0.09028377816670119
10,4,Pamela Anderson,23.5,0,0.12668463611859837,percent,0.07621703172323231
10,5,Pamela Anderson,21.0,0,0.12138728323699421,percent,0.09322763797281558
10,6,Pamela Anderson,29.9998,0,0.14354019367528983,percent,0.04908104081034423
10,7,Pamela Anderson,25.5,1,0.1639871382636656,percent,0.047619047619047616
10,8,Pamela Anderson,0.0,0,0.0,percent,0.09523809523809523
10,9,Pamela Anderson,0.0,0,0.0,percent,0.09523809523809523
10,10,Pamela Anderson,0.0,0,0.0,percent,0.09090909090909091
10,1,Nicole Scherzinger,25.0,0,0.11961722488038277,percent,0.09090909090909091
10,2,Nicole Scherzinger,28.0,0,0.12727272727272726,percent,0.08622920896991795
10,3,Nicole Scherzinger,23.0,0,0.11330049261083744,percent,0.08785906032831796
10,4,Nicole Scherzinger,25.0,0,0.1347708894878706,percent,0.07591557559034252
10,5,Nicole Scherzinger,29.0,0,0.1676300578034682,percent,0.05751685491244506
10,6,Nicole Scherzinger,35.9999,0,0.17224890226905065,percent,0.03952135296643432
10,7,Nicole Scherzinger,27.0,0,0.17363344051446947,percent,0.09523809523809523
10,8,Nicole Scherzinger,29.5,0,0.233201581027668,percent,0.09523809523809523
10,9,Nicole Scherzinger,29.5,0,0.2610619469026549,percent,0.09523809523809523
10,10,Nicole Scherzinger,28.7777,0,0.3481193038992962,percent,0.09090909090909091
10,1,Erin Andrews,21.0,0,0.10047846889952153,percent,0.09090909090909091
10,2,Erin Andrews,23.0,0,0.10454545454545454,percent,0.08257958623275148
10,3,Erin Andrews,23.0,0,0.11330049261083744,percent,0.0906990181367235
10,4,Erin Andrews,19.5,0,0.10512129380053908,percent,0.06955725243148289
10,5,Erin Andrews,22.0,0,0.12716763005780346,percent,0.06377616592566462
10,6,Erin Andrews,34.0,0,0.16267997069846646,percent,0.0313662664688267
10,7,Erin Andrews,25.5,0,0.1639871382636656,percent,0.09523809523809523
10,8,Erin Andrews,26.5,0,0.20948616600790515,percent,0.09523809523809523
10,9,Erin Andrews,28.0,0,0.24778761061946902,percent,0.09523809523809523
10,10,Erin Andrews,26.9998,0,0.32661232765023673,percent,0.09090909090909091
10,1,Kate Gosselin,16.0,0,0.07655502392344497,percent,0.09090909090909091
10,2,Kate Gosselin,15.0,0,0.06818181818181818,percent,0.09719689946045969
10,3,Kate Gosselin,15.0,0,0.07389162561576355,percent,0.09521379919223374
10,4,Kate Gosselin,16.0,0,0.0862533692722372,percent,0.09052032113523169
10,5,Kate Gosselin,15.0,1,0.08670520231213873,percent,0.011710945940468509
10,6,Kate Gosselin,0.0,0,0.0,percent,0.15444006142137162
10,7,Kate Gosselin,0.0,0,0.0,percent,0.09523809523809523
10,8,Kate Gosselin,0.0,0,0.0,percent,0.09523809523809523
10,9,Kate Gosselin,0.0,0,0.0,percent,0.09523809523809523
10,10,Kate Gosselin,0.0,0,0.0,percent,0.09090909090909091
10,1,Jake Pavelka,20.0,0,0.09569377990430622,percent,0.09090909090909091
10,2,Jake Pavelka,20.0,0,0.09090909090909091,percent,0.0950470360060811
10,3,Jake Pavelka,21.0,0,0.10344827586206896,percent,0.08239187055433994
10,4,Jake Pavelka,19.0,0,0.10242587601078167,percent,0.09793644301164366
10,5,Jake Pavelka,23.0,0,0.1329479768786127,percent,0.040680420455777806
10,6,Jake Pavelka,24.999899999999997,1,0.11961714704307622,percent,0.005165388830386187
10,7,Jake Pavelka,0.0,0,0.0,percent,0.09523809523809523
10,8,Jake Pavelka,0.0,0,0.0,percent,0.09523809523809523
10,9,Jake Pavelka,0.0,0,0.0,percent,0.09523809523809523
10,10,Jake Pavelka,0.0,0,0.0,percent,0.09090909090909091
11,1,David Hasselhoff,15.0,1,0.06607929515418502,percent,0.012065925044986511
11,2,David Hasselhoff,0.0,0,0.0,percent,0.15476144267184616
11,3,David Hasselhoff,0.0,0,0.0,percent,0.15898662384670026
11,4,David Hasselhoff,0.0,0,0.0,percent,0.1590556162716216
11,5,David Hasselhoff,0.0,0,0.0,percent,0.08695652173913043
11,6,David Hasselhoff,0.0,0,0.0,percent,0.08695652173913043
11,7,David Hasselhoff,0.0,0,0.0,percent,0.08695652173913043
11,8,David Hasselhoff,0.0,0,0.0,percent,0.08695652173913043
11,9,David Hasselhoff,0.0,0,0.0,percent,0.08695652173913043
11,10,David Hasselhoff,0.0,0,0.0,percent,0.08333333333333333
11,1,Florence Henderson,18.0,0,0.07929515418502203,percent,0.09190450125283137
11,2,Florence Henderson,19.0,0,0.08597285067873303,percent,0.08378731626622461
11,3,Florence Henderson,20.0,0,0.09049773755656108,percent,0.07969148790361728
11,4,Florence Henderson,17.5,0,0.09776536312849161,percent,0.056027066194358065
11,5,Florence Henderson,21.0,1,0.11538461538461539,percent,0.043478260869565216
11,6,Florence Henderson,0.0,0,0.0,percent,0.08695652173913043
11,7,Florence Henderson,0.0,0,0.0,percent,0.08695652173913043
11,8,Florence Henderson,0.0,0,0.0,percent,0.08695652173913043
11,9,Florence Henderson,0.0,0,0.0,percent,0.08695652173913043
11,10,Florence Henderson,0.0,0,0.0,percent,0.08333333333333333
11,1,Kyle Massey,23.0,0,0.1013215859030837,percent,0.08587704583934369
11,2,Kyle Massey,22.0,0,0.09954751131221719,percent,0.08008222937023787
11,3,Kyle Massey,23.0,0,0.10407239819004525,percent,0.06929229439353325
11,4,Kyle Massey,20.0,0,0.11173184357541899,percent,0.09350815106384293
11,5,Kyle Massey,20.0,0,0.10989010989010989,percent,0.08695652173913043
11,6,Kyle Massey,29.999899999999997,0,0.14492754323323798,percent,0.08695652173913043
11,7,Kyle Massey,33.5,0,0.1606714628297362,percent,0.08695652173913043
11,8,Kyle Massey,28.0,0,0.21132075471698114,percent,0.08695652173913043
11,9,Kyle Massey,29.0,0,0.2543859649122807,percent,0.08695652173913043
11,10,Kyle Massey,27.333199999999998,0,0.3293164561842318,percent,0.08333333333333333
11,1,Jennifer Grey,24.0,0,0.10572687224669604,percent,0.08769040492769889
11,2,Jennifer Grey,24.0,0,0.1085972850678733,percent,0.08113668065704095
11,3,Jennifer Grey,24.0,0,0.1085972850678733,percent,0.07987021107380601
11,4,Jennifer Grey,28.0,0,0.1564245810055866,percent,0.06805620221702252
11,5,Jennifer Grey,25.0,0,0.13736263736263737,percent,0.08695652173913043
11,6,Jennifer Grey,29.0,0,0.14009709211577046,percent,0.08695652173913043
11,7,Jennifer Grey,36.5,0,0.1750599520383693,percent,0.08695652173913043
11,8,Jennifer Grey,28.5,0,0.21509433962264152,percent,0.08695652173913043
11,9,Jennifer Grey,30.0,0,0.2631578947368421,percent,0.08695652173913043
11,10,Jennifer Grey,30.0,0,0.36144665408832316,percent,0.08333333333333333
11,1,Rick Fox,22.0,0,0.09691629955947137,percent,0.0819268239194976
11,2,Rick Fox,21.0,0,0.09502262443438914,percent,0.08473991529702385
11,3,Rick Fox,24.0,0,0.1085972850678733,percent,0.05418210551808743
11,4,Rick Fox,19.5,0,0.10893854748603352,percent,0.05759563438410848
11,5,Rick Fox,24.0,0,0.13186813186813187,percent,0.08695652173913043
11,6,Rick Fox,30.0,0,0.1449280263266591,percent,0.08695652173913043
11,7,Rick Fox,34.5,1,0.16546762589928057,percent,0.043478260869565216
11,8,Rick Fox,0.0,0,0.0,percent,0.08695652173913043
11,9,Rick Fox,0.0,0,0.0,percent,0.08695652173913043
11,10,Rick Fox,0.0,0,0.0,percent,0.08333333333333333
11,1,Kurt Warner,19.0,0,0.08370044052863436,percent,0.08692338336128501
11,2,Kurt Warner,21.0,0,0.09502262443438914,percent,0.0824391072007507
11,3,Kurt Warner,23.0,0,0.10407239819004525,percent,0.0797682778964088
11,4,Kurt Warner,17.0,0,0.09497206703910614,percent,0.06856722425618257
11,5,Kurt Warner,24.0,0,0.13186813186813187,percent,0.08695652173913043
11,6,Kurt Warner,21.9999,0,0.10628006954612891,percent,0.08695652173913043
11,7,Kurt Warner,35.0,0,0.16786570743405277,percent,0.08695652173913043
11,8,Kurt Warner,24.0,1,0.1811320754716981,percent,0.043478260869565216
11,9,Kurt Warner,0.0,0,0.0,percent,0.08695652173913043
11,10,Kurt Warner,0.0,0,0.0,percent,0.08333333333333333
11,1,Margaret Cho,15.0,0,0.06607929515418502,percent,0.09510603017565304
11,2,Margaret Cho,18.0,0,0.08144796380090498,percent,0.08150122616743977
11,3,Margaret Cho,18.0,1,0.08144796380090498,percent,0.010196626739078637
11,4,Margaret Cho,0.0,0,0.0,percent,0.14743129086700374
11,5,Margaret Cho,0.0,0,0.0,percent,0.08695652173913043
11,6,Margaret Cho,0.0,0,0.0,percent,0.08695652173913043
11,7,Margaret Cho,0.0,0,0.0,percent,0.08695652173913043
11,8,Margaret Cho,0.0,0,0.0,percent,0.08695652173913043
11,9,Margaret Cho,0.0,0,0.0,percent,0.08695652173913043
11,10,Margaret Cho,0.0,0,0.0,percent,0.08333333333333333
11,1,Michael Bolton,16.0,0,0.07048458149779736,percent,0.09848010200265929
11,2,Michael Bolton,12.0,1,0.05429864253393665,percent,0.01882538564805604
11,3,Michael Bolton,0.0,0,0.0,percent,0.1597304125494605
11,4,Michael Bolton,0.0,0,0.0,percent,0.1454859050710239
11,5,Michael Bolton,0.0,0,0.0,percent,0.08695652173913043
11,6,Michael Bolton,0.0,0,0.0,percent,0.08695652173913043
11,7,Michael Bolton,0.0,0,0.0,percent,0.08695652173913043
11,8,Michael Bolton,0.0,0,0.0,percent,0.08695652173913043
11,9,Michael Bolton,0.0,0,0.0,percent,0.08695652173913043
11,10,Michael Bolton,0.0,0,0.0,percent,0.08333333333333333
11,1,Brandy,23.0,0,0.1013215859030837,percent,0.08292343947723779
11,2,Brandy,21.0,0,0.09502262443438914,percent,0.08849890846909245
11,3,Brandy,24.0,0,0.1085972850678733,percent,0.08593209569379613
11,4,Brandy,24.0,0,0.1340782122905028,percent,0.049894155170058095
11,5,Brandy,27.0,0,0.14835164835164835,percent,0.08695652173913043
11,6,Brandy,35.9999,0,0.17391314849856981,percent,0.08695652173913043
11,7,Brandy,36.5,0,0.1750599520383693,percent,0.08695652173913043
11,8,Brandy,28.5,0,0.21509433962264152,percent,0.08695652173913043
11,9,Brandy,28.5,1,0.25,percent,0.043478260869565216
11,10,Brandy,0.0,0,0.0,percent,0.08333333333333333
11,1,The Situation,15.0,0,0.06607929515418502,percent,0.10164888701543852
11,2,The Situation,18.0,0,0.08144796380090498,percent,0.0824301658323124
11,3,The Situation,20.0,0,0.09049773755656108,percent,0.08681395657007238
11,4,The Situation,14.0,1,0.0782122905027933,percent,0.00998348564827771
11,5,The Situation,0.0,0,0.0,percent,0.08695652173913043
11,6,The Situation,0.0,0,0.0,percent,0.08695652173913043
11,7,The Situation,0.0,0,0.0,percent,0.08695652173913043
11,8,The Situation,0.0,0,0.0,percent,0.08695652173913043
11,9,The Situation,0.0,0,0.0,percent,0.08695652173913043
11,10,The Situation,0.0,0,0.0,percent,0.08333333333333333
11,1,Audrina Patridge,19.0,0,0.08370044052863436,percent,0.08447686160016751
11,2,Audrina Patridge,23.0,0,0.10407239819004525,percent,0.08365604822912459
11,3,Audrina Patridge,26.0,0,0.11764705882352941,percent,0.0676022778981388
11,4,Audrina Patridge,23.0,0,0.12849162011173185,percent,0.06346689243409438
11,5,Audrina Patridge,23.0,0,0.12637362637362637,percent,0.08695652173913043
11,6,Audrina Patridge,31.9998,1,0.1545889285615942,percent,0.043478260869565216
11,7,Audrina Patridge,0.0,0,0.0,percent,0.08695652173913043
11,8,Audrina Patridge,0.0,0,0.0,percent,0.08695652173913043
11,9,Audrina Patridge,0.0,0,0.0,percent,0.08695652173913043
11,10,Audrina Patridge,0.0,0,0.0,percent,0.08333333333333333
11,1,Bristol Palin,18.0,0,0.07929515418502203,percent,0.09097659538320069
11,2,Bristol Palin,22.0,0,0.09954751131221719,percent,0.07814157419085004
11,3,Bristol Palin,19.0,0,0.08597285067873303,percent,0.06793362991730045
11,4,Bristol Palin,16.0,0,0.0893854748603352,percent,0.08092837642240595
11,5,Bristol Palin,18.0,0,0.0989010989010989,percent,0.08695652173913043
11,6,Bristol Palin,27.9998,0,0.13526519171803963,percent,0.08695652173913043
11,7,Bristol Palin,32.5,0,0.15587529976019185,percent,0.08695652173913043
11,8,Bristol Palin,23.5,0,0.17735849056603772,percent,0.08695652173913043
11,9,Bristol Palin,26.5,0,0.2324561403508772,percent,0.08695652173913043
11,10,Bristol Palin,25.6666,0,0.3092368897274451,percent,0.08333333333333333
12,1,Ralph Macchio,24.0,0,0.11594202898550725,percent,0.09090909090909091
12,2,Ralph Macchio,21.0,0,0.09722222222222222,percent,0.10182896493441478
12,3,Ralph Macchio,21.0,0,0.09813084112149532,percent,0.09442298643597244
12,4,Ralph Macchio,25.0,0,0.12135922330097088,percent,0.07532947076223244
12,5,Ralph Macchio,22.0,0,0.1134020618556701,percent,0.0547274640840445
12,6,Ralph Macchio,24.0,0,0.13333333333333333,percent,0.07104525282815063
12,7,Ralph Macchio,33.0,0,0.17506631299734748,percent,0.09523809523809523
12,8,Ralph Macchio,23.0,0,0.17692307692307693,percent,0.09523809523809523
12,9,Ralph Macchio,24.0,1,0.20425531914893616,percent,0.047619047619047616
12,10,Ralph Macchio,0.0,0,0.0,percent,0.09090909090909091
12,1,Chelsea Kane,21.0,0,0.10144927536231885,percent,0.09090909090909091
12,2,Chelsea Kane,18.0,0,0.08333333333333333,percent,0.10160597193203026
12,3,Chelsea Kane,23.0,0,0.10747663551401869,percent,0.08636587773263103
12,4,Chelsea Kane,26.0,0,0.1262135922330097,percent,0.08763193627940574
12,5,Chelsea Kane,26.0,0,0.13402061855670103,percent,0.07911168167529654
12,6,Chelsea Kane,28.0,0,0.15555555555555556,percent,0.09579649772273148
12,7,Chelsea Kane,32.0,0,0.16976127320954906,percent,0.09523809523809523
12,8,Chelsea Kane,27.5,0,0.21153846153846154,percent,0.09523809523809523
12,9,Chelsea Kane,36.5,0,0.31063829787234043,percent,0.09523809523809523
12,10,Chelsea Kane,29.666600000000003,0,0.33969480071129965,percent,0.09090909090909091
12,1,Kirstie Alley,23.0,0,0.1111111111111111,percent,0.09090909090909091
12,2,Kirstie Alley,20.0,0,0.09259259259259259,percent,0.10094724761344197
12,3,Kirstie Alley,21.0,0,0.09813084112149532,percent,0.08849786404232408
12,4,Kirstie Alley,22.0,0,0.10679611650485436,percent,0.05903039070993573
12,5,Kirstie Alley,23.0,0,0.11855670103092783,percent,0.062474027393178866
12,6,Kirstie Alley,26.0,0,0.14444444444444443,percent,0.06610049081627614
12,7,Kirstie Alley,30.0,0,0.15915119363395225,percent,0.09523809523809523
12,8,Kirstie Alley,26.5,0,0.20384615384615384,percent,0.09523809523809523
12,9,Kirstie Alley,27.0,0,0.2297872340425532,percent,0.09523809523809523
12,10,Kirstie Alley,27.999899999999997,0,0.32061039857740076,percent,0.09090909090909091
12,1,Hines Ward,21.0,0,0.10144927536231885,percent,0.09090909090909091
12,2,Hines Ward,23.0,0,0.10648148148148148,percent,0.09188453388046829
12,3,Hines Ward,25.0,0,0.11682242990654206,percent,0.09320219797466651
12,4,Hines Ward,25.0,0,0.12135922330097088,percent,0.060411174530178156
12,5,Hines Ward,27.0,0,0.13917525773195877,percent,0.0864131663728645
12,6,Hines Ward,27.0,0,0.15,percent,0.021838080797419224
12,7,Hines Ward,33.0,0,0.17506631299734748,percent,0.09523809523809523
12,8,Hines Ward,27.0,0,0.2076923076923077,percent,0.09523809523809523
12,9,Hines Ward,30.0,0,0.2553191489361702,percent,0.09523809523809523
12,10,Hines Ward,29.666600000000003,0,0.33969480071129965,percent,0.09090909090909091
12,1,Sugar Ray Leonard,17.0,0,0.0821256038647343,percent,0.09090909090909091
12,2,Sugar Ray Leonard,17.0,0,0.0787037037037037,percent,0.10685193738675122
12,3,Sugar Ray Leonard,20.0,0,0.09345794392523364,percent,0.09070455726813488
12,4,Sugar Ray Leonard,21.0,1,0.10194174757281553,percent,0.00849072346161542
12,5,Sugar Ray Leonard,0.0,0,0.0,percent,0.15787910913274228
12,6,Sugar Ray Leonard,0.0,0,0.0,percent,0.2192715708432656
12,7,Sugar Ray Leonard,0.0,0,0.0,percent,0.09523809523809523
12,8,Sugar Ray Leonard,0.0,0,0.0,percent,0.09523809523809523
12,9,Sugar Ray Leonard,0.0,0,0.0,percent,0.09523809523809523
12,10,Sugar Ray Leonard,0.0,0,0.0,percent,0.09090909090909091
12,1,Chris Jericho,19.0,0,0.09178743961352658,percent,0.09090909090909091
12,2,Chris Jericho,23.0,0,0.10648148148148148,percent,0.09292444899337576
12,3,Chris Jericho,21.0,0,0.09813084112149532,percent,0.08893018823449171
12,4,Chris Jericho,23.0,0,0.11165048543689321,percent,0.08871709706358763
12,5,Chris Jericho,26.0,0,0.13402061855670103,percent,0.07099857802721006
12,6,Chris Jericho,22.0,1,0.12222222222222222,percent,0.00566408989856962
12,7,Chris Jericho,0.0,0,0.0,percent,0.09523809523809523
12,8,Chris Jericho,0.0,0,0.0,percent,0.09523809523809523
12,9,Chris Jericho,0.0,0,0.0,percent,0.09523809523809523
12,10,Chris Jericho,0.0,0,0.0,percent,0.09090909090909091
12,1,Petra Nemcova,18.0,0,0.08695652173913043,percent,0.09090909090909091
12,2,Petra Nemcova,18.0,0,0.08333333333333333,percent,0.09821633450728595
12,3,Petra Nemcova,25.0,0,0.11682242990654206,percent,0.08733830763915612
12,4,Petra Nemcova,23.0,0,0.11165048543689321,percent,0.08730460916367205
12,5,Petra Nemcova,22.0,1,0.1134020618556701,percent,0.007799340858123266
12,6,Petra Nemcova,0.0,0,0.0,percent,0.13208326278247667
12,7,Petra Nemcova,0.0,0,0.0,percent,0.09523809523809523
12,8,Petra Nemcova,0.0,0,0.0,percent,0.09523809523809523
12,9,Petra Nemcova,0.0,0,0.0,percent,0.09523809523809523
12,10,Petra Nemcova,0.0,0,0.0,percent,0.09090909090909091
12,1,Mike Catherwood,13.0,0,0.06280193236714976,percent,0.09090909090909091
12,2,Mike Catherwood,17.0,1,0.0787037037037037,percent,0.011546579480942494
12,3,Mike Catherwood,0.0,0,0.0,percent,0.1750973816587541
12,4,Mike Catherwood,0.0,0,0.0,percent,0.17539167238359407
12,5,Mike Catherwood,0.0,0,0.0,percent,0.16017840964148902
12,6,Mike Catherwood,0.0,0,0.0,percent,0.16427865413399823
12,7,Mike Catherwood,0.0,0,0.0,percent,0.09523809523809523
12,8,Mike Catherwood,0.0,0,0.0,percent,0.09523809523809523
12,9,Mike Catherwood,0.0,0,0.0,percent,0.09523809523809523
12,10,Mike Catherwood,0.0,0,0.0,percent,0.09090909090909091
12,1,Romeo,19.0,0,0.09178743961352658,percent,0.09090909090909091
12,2,Romeo,23.0,0,0.10648148148148148,percent,0.08983371930301348
12,3,Romeo,20.0,0,0.09345794392523364,percent,0.08926943611384165
12,4,Romeo,23.0,0,0.11165048543689321,percent,0.07778028878277689
12,5,Romeo,26.0,0,0.13402061855670103,percent,0.09581084808449733
12,6,Romeo,28.0,0,0.15555555555555556,percent,0.04073852608187879
12,7,Romeo,30.0,0,0.15915119363395225,percent,0.09523809523809523
12,8,Romeo,26.0,1,0.2,percent,0.047619047619047616
12,9,Romeo,0.0,0,0.0,percent,0.09523809523809523
12,10,Romeo,0.0,0,0.0,percent,0.09090909090909091
12,1,Wendy Williams,14.0,0,0.06763285024154589,percent,0.09090909090909091
12,2,Wendy Williams,17.0,0,0.0787037037037037,percent,0.1020271055609473
12,3,Wendy Williams,15.0,1,0.07009345794392523,percent,0.017077744001032458
12,4,Wendy Williams,0.0,0,0.0,percent,0.18681107678213066
12,5,Wendy Williams,0.0,0,0.0,percent,0.2013994016599681
12,6,Wendy Williams,0.0,0,0.0,percent,0.1593455611206424
12,7,Wendy Williams,0.0,0,0.0,percent,0.09523809523809523
12,8,Wendy Williams,0.0,0,0.0,percent,0.09523809523809523
12,9,Wendy Williams,0.0,0,0.0,percent,0.09523809523809523
12,10,Wendy Williams,0.0,0,0.0,percent,0.09090909090909091
12,1,Kendra Wilkinson,18.0,0,0.08695652173913043,percent,0.09090909090909091
12,2,Kendra Wilkinson,19.0,0,0.08796296296296297,percent,0.10233315640732851
12,3,Kendra Wilkinson,23.0,0,0.10747663551401869,percent,0.08909345889899502
12,4,Kendra Wilkinson,18.0,0,0.08737864077669903,percent,0.0931015600808712
12,5,Kendra Wilkinson,22.0,0,0.1134020618556701,percent,0.023207973070585444
12,6,Kendra Wilkinson,25.0,0,0.1388888888888889,percent,0.023838012974591257
12,7,Kendra Wilkinson,30.5,1,0.16180371352785147,percent,0.047619047619047616
